YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SUGARCANE_EQUIVALENT_TONNES
2017,BRAZIL,SANTOS,CZARNIKOW BRASIL LTDA.,CZARNIKOW BRASIL LTDA.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,433575,8648.6007294
2017,BRAZIL,SANTOS,CZARNIKOW BRASIL LTDA.,CZARNIKOW BRASIL LTDA.,VENEZUELA,VENEZUELA,Sugarcane equivalents,340945,7413.171111
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,3225134,52651.2408291
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,1934412,35115.925968
2016,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,331,10.1258487
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,231428,4071.9605634
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,EGYPT,EGYPT,Sugarcane equivalents,1438536,23736.5489313
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,INDIA,INDIA,Sugarcane equivalents,4014361,78471.2040516
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,INDONESIA,INDONESIA,Sugarcane equivalents,8516939,154277.7274935
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,IRAQ,IRAQ,Sugarcane equivalents,686799,14720.0170068
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,582315,11188.0053432
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,MOROCCO,MOROCCO,Sugarcane equivalents,605471,9054.2509011
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,NIGERIA,NIGERIA,Sugarcane equivalents,351789,5329.4753349
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2641398,50503.8609963
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,8254411,160097.0169852
2017,BRAZIL,SANTOS,DACALDA ACUCAR E ALCOOL,DACALDA ACUCAR E ALCOOL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,989741,20960.1036009
2015,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,4124798,113463.7255179
2016,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,4697444,113417.417448
2017,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,5165774,108280.0973997
2015,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,5049837,132107.6192076
2016,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,6924956,155340.4242834
2017,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,14302414,289605.4883109
2017,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,CANADA,CANADA,Sugarcane equivalents,2171745,45950.508
2015,BRAZIL,SANTOS,DA MATA S.A. - ACUCAR E ALCOOL,DA MATA S.A. - ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,9016202,235006.8664743
