YEAR,COUNTRY OF PRODUCTION,BIOME,STATE,MUNICIPALITY,LOGISTICS HUB,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,ECONOMIC BLOC,COUNTRY,TYPE,FOB_USD,LAND_USE_HA,COTTON_EQUIVALENT_TONNES,TRASE_GEOCODE
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,PARANAGUA,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,7357.92235156748,1.3593721141569,5.98123730229036,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,PARANAGUA,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,VIETNAM,VIETNAM,Cotton equivalents,614363,97.3530644545454,428.3534836,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,196036.526115924,30.5536643268141,134.436123037982,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,659125.043432139,166.538341330762,449.653521593057,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,PAKISTAN,PAKISTAN,Cotton equivalents,19026.504070799,2.92102271848355,12.8524999613276,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,TURKEY,TURKEY,Cotton equivalents,420003.93105838,62.6918201624386,275.84400871473,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,TURKEY,TURKEY,Cotton equivalents,17037.8360643609,4.26823884058911,11.5242448695906,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,VIETNAM,VIETNAM,Cotton equivalents,49113.2878982781,7.67606041202518,33.7746658129108,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,BANGLADESH,BANGLADESH,Cotton equivalents,67303.1942923071,17.6691745150308,47.7067711905832,BR-5218805
2017,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,BANGLADESH,BANGLADESH,Cotton equivalents,507769,70.347280137931,306.0106686,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,335728.858571487,89.1950586962415,240.826658479852,BR-5218805
2017,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,259993,36.4725116781609,158.6554258,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,171858,31.7503462272727,139.7015234,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,606098.686381515,149.876194223266,404.665724402817,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,TAIWAN,TAIWAN,Cotton equivalents,10174.9626034271,1.63917902679886,7.21238771791498,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,TAIWAN,TAIWAN,Cotton equivalents,130378.907688298,36.629069843105,98.8984885763835,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,27540.9097089889,4.57989298469455,20.151529132656,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,170472.835420702,40.4128411618248,109.114671136927,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,TURKEY,TURKEY,Cotton equivalents,32649.0544837367,5.37904467140554,23.6677965541844,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,VIETNAM,VIETNAM,Cotton equivalents,164372.802720292,26.195029116036,115.258128110559,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,VIETNAM,VIETNAM,Cotton equivalents,289110.332890758,67.8662813411633,183.238959621141,BR-5218805
2017,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CARGILL AGRICOLA SA,CARGILL,CARGILL AGRICOLA SA,CARGILL,VIETNAM,VIETNAM,Cotton equivalents,2308719,324.368172965517,1411.0015524,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,CGG TRADING BV,CGG,INDONESIA,INDONESIA,Cotton equivalents,408318,67.3224911363636,296.218961,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,CGG TRADING BV,CGG,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,190791,30.9909501818182,136.3601808,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,CGG TRADING BV,CGG,THAILAND,THAILAND,Cotton equivalents,41224,6.47299359090909,28.4811718,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,CGG TRADING BV,CGG,VIETNAM,VIETNAM,Cotton equivalents,41115,6.69368318181818,29.452206,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,"GRIBELL TRADE S.A.,","GRIBELL TRADE S.A.,",INDONESIA,INDONESIA,Cotton equivalents,470098,124.836718222222,337.0591392,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,"GRIBELL TRADE S.A.,","GRIBELL TRADE S.A.,",SOUTH KOREA,SOUTH KOREA,Cotton equivalents,72896,20.8108779259259,56.1893704,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,"GRIBELL TRADE S.A.,","GRIBELL TRADE S.A.,",TAIWAN,TAIWAN,Cotton equivalents,113483,30.0160553333333,81.0433494,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,CGG TRADING S.A,CGG,"GRIBELL TRADE S.A.,","GRIBELL TRADE S.A.,",THAILAND,THAILAND,Cotton equivalents,86405,22.9659560740741,62.0080814,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ENGELHART,ENGELHART,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,49.2854994879285,0.00963564203461425,0.0423968249523027,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ENGELHART,ENGELHART,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,MALAYSIA,MALAYSIA,Cotton equivalents,143299,24.3318181818182,107.06,BR-5218805
2016,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ENGELHART,ENGELHART,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,MALAYSIA,MALAYSIA,Cotton equivalents,36119,9.99424925925926,26.984473,BR-5218805
2015,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ENGELHART,ENGELHART,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,351.614643233918,0.0620600673415834,0.273064296302967,BR-5218805
2017,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,ENGELHART,ENGELHART,ENGELHART CTP (SINGAPORE) PTE LTD,ENGELHART CTP (SINGAPORE) PTE LTD,VIETNAM,VIETNAM,Cotton equivalents,44920,6.95914611494253,30.2722856,BR-5218805
2017,BRAZIL,CERRADO,GOIAS,RIO VERDE,RIO VERDE,SANTOS,MULTIGRAIN,MITSUI & CO.,MULTIGRAIN,MITSUI & CO.,INDONESIA,INDONESIA,Cotton equivalents,28866,3.90190629885057,16.9732924,BR-5218805
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BE COTTON LTD.,BE COTTON LTD.,TURKEY,TURKEY,Cotton equivalents,504058,91.0657454585509,382.4697088,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,187387,30.345901821308,127.4506476,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COTTON SERVICE INTERNATIONAL GMBH,COTTON SERVICE INTERNATIONAL GMBH,INDONESIA,INDONESIA,Cotton equivalents,1189911,221.422660842448,929.9595604,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,EVERSEASON ENTERPRISES LIMITED.,EVERSEASON ENTERPRISES LIMITED.,INDONESIA,INDONESIA,Cotton equivalents,264056,42.6947154549576,179.314794,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,PT. BUDI TEXTINDO PRAKARSA,PT. BUDI TEXTINDO PRAKARSA,INDONESIA,INDONESIA,Cotton equivalents,314661,51.0394178558979,214.3619556,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,PT. GOKAK INDONESIA,PT. GOKAK INDONESIA,INDONESIA,INDONESIA,Cotton equivalents,243914,38.3571831952313,161.0974644,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,PT. KAHATEX,PT. KAHATEX,INDONESIA,INDONESIA,Cotton equivalents,265812,44.2476213391991,185.8368892,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,PT. PACIFIC TEXINDO INDUSTRY,PT. PACIFIC TEXINDO INDUSTRY,INDONESIA,INDONESIA,Cotton equivalents,87849,13.2152494676182,55.5031158,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,VICUNHA URUGUAY S/A,VICUNHA URUGUAY S/A,INDONESIA,INDONESIA,Cotton equivalents,134174,26.1840018915624,109.9709614,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,VICUNHA URUGUAY S/A.,VICUNHA URUGUAY S/A.,INDONESIA,INDONESIA,Cotton equivalents,131309,25.6249863623205,107.6231356,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,"ATLANTIC MILLS (THAILAND) CO., LTD.","ATLANTIC MILLS (THAILAND) CO., LTD.",THAILAND,THAILAND,Cotton equivalents,830305,128.270229965578,538.72592,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BEIJING CHINA NATIONAL COTTON EXCHANGE ZHANGJIAGANG BO,BEIJING CHINA NATIONAL COTTON EXCHANGE ZHANGJIAGANG BO,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,405686,59.2199588337503,248.7196508,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,MALAYSIA,MALAYSIA,Cotton equivalents,554150,107.808681159265,452.788858,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,MALAYSIA,MALAYSIA,Cotton equivalents,363921,64.6703637922245,277.4374252,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,THAILAND,THAILAND,Cotton equivalents,39459,6.70946089611284,28.1792626,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BTG PACTUAL COMMODITIES (SINGAPORE) PTE LTD,ENGELHART,VIETNAM,VIETNAM,Cotton equivalents,583105,113.644313859189,477.2981038,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,BANGLADESH,BANGLADESH,Cotton equivalents,4945120,800.335503539051,2956.5357714,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,160940,24.7778865649041,106.2977328,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,977161,159.908921383726,590.7228208,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,PAKISTAN,PAKISTAN,Cotton equivalents,191447,33.7503322930348,124.6777936,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,678199,107.474996813201,397.0255864,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,507657,75.0301696596895,321.881243,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,467402,74.2315454982229,274.2202722,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,TURKEY,TURKEY,Cotton equivalents,177382,28.6113880375212,105.6939144,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CDI COTTON DISTRIBUTORS INC,CDI COTTON DISTRIBUTORS INC,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,180012,33.9615364076693,145.6958128,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CHINATEX COTTON IMPORT & EXPORT CORPORATION,CHINATEX COTTON IMPORT & EXPORT CORPORATION,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,186360,35.6803833445387,149.8550938,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,BANGLADESH,BANGLADESH,Cotton equivalents,335296,55.0764443749619,236.2792788,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,INDONESIA,INDONESIA,Cotton equivalents,979549,159.989412044762,686.3584482,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,INDONESIA,INDONESIA,Cotton equivalents,634955,121.219325220473,447.7987914,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,JAPAN,JAPAN,Cotton equivalents,75801,14.5204446218136,53.6402718,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,MALAYSIA,MALAYSIA,Cotton equivalents,38705,6.10637847833212,26.1965114,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,MALAYSIA,MALAYSIA,Cotton equivalents,441794,83.866051635731,309.8112986,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,626085,101.33334067674,434.722483,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,TURKEY,TURKEY,Cotton equivalents,293725,55.7580668337066,205.9770164,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,VIETNAM,VIETNAM,Cotton equivalents,236300,38.6509376086313,165.8134574,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COFCO RESOURCES PTE LTD,COFCO RESOURCES PTE LTD,VIETNAM,VIETNAM,Cotton equivalents,481917,90.9270282791629,335.895397,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,COTTON SERVICE INTERNATIONAL ,COTTON SERVICE INTERNATIONAL ,INDONESIA,INDONESIA,Cotton equivalents,67269,12.963399334061,54.445363,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,181116,37.0650492610192,155.670593,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,EUROPEAN UNION,FRANCE,Cotton equivalents,89900,16.1130630271147,69.1254302,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,INDONESIA,INDONESIA,Cotton equivalents,769779,160.346709273445,673.444871,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,INDONESIA,INDONESIA,Cotton equivalents,1054157,200.08524456761,840.3439168,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,INDONESIA,INDONESIA,Cotton equivalents,1623367,289.180156652159,1240.589868,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,MALAYSIA,MALAYSIA,Cotton equivalents,239736,49.4995123328016,207.894461,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,MALAYSIA,MALAYSIA,Cotton equivalents,138610,25.9135433979347,108.8350548,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,PAKISTAN,PAKISTAN,Cotton equivalents,305619,62.5442276512803,262.6813454,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,PAKISTAN,PAKISTAN,Cotton equivalents,439766,83.487809456133,350.642912,BR-2101400
2016,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,PAKISTAN,PAKISTAN,Cotton equivalents,102315,18.680492091853,80.139763,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT S.A.,DEVCOT S.A.,TAIWAN,TAIWAN,Cotton equivalents,120418,25.2757609746957,106.1564136,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,TAIWAN,TAIWAN,Cotton equivalents,339120,64.3808472993368,270.3950184,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,THAILAND,THAILAND,Cotton equivalents,156484,27.4147027466376,115.1398182,BR-2101400
2015,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,DEVCOT SA,DEVCOT SA,VIETNAM,VIETNAM,Cotton equivalents,212164,37.7295971336748,158.4616472,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,BANGLADESH,BANGLADESH,Cotton equivalents,385685,66.0374044041336,243.9501278,BR-2101400
2017,BRAZIL,CERRADO,MARANHAO,BALSAS,BALSAS,SANTOS,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,VIETNAM,VIETNAM,Cotton equivalents,537039,99.2982444319099,366.819678,BR-2101400
