YEAR,COUNTRY OF PRODUCTION,BIOME,STATE,MUNICIPALITY,LOGISTICS HUB,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,ECONOMIC BLOC,COUNTRY,TYPE,FOB_USD,LAND_USE_HA,COTTON_EQUIVALENT_TONNES,TRASE_GEOCODE
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,PARANAGUA,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,OLAM,OLAM,INDONESIA,INDONESIA,Cotton equivalents,200109,33.0564510229859,138.824702,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,PARANAGUA,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,OLAM,OLAM,MALAYSIA,MALAYSIA,Cotton equivalents,257300,42.5040647725954,178.501138,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,GLENCORE AGRICULTURE,GLENCORE,INDIA,INDIA,Cotton equivalents,718355,118.666464433876,498.3546646,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,GLENCORE AGRICULTURE,GLENCORE,INDONESIA,INDONESIA,Cotton equivalents,79195,13.0823702752957,54.9410508,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,GLENCORE AGRICULTURE,GLENCORE,JAPAN,JAPAN,Cotton equivalents,39960,6.60109310395001,27.7221164,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,GLENCORE AGRICULTURE,GLENCORE,VIETNAM,VIETNAM,Cotton equivalents,697526,113.608957440393,477.1150312,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,OLAM,OLAM,BANGLADESH,BANGLADESH,Cotton equivalents,315609,52.1359911164026,218.9516178,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,OTTO STADTLANDER GMBH,OTTO STADTLANDER GMBH,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,417141,71.0806962738613,301.5494784,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,OTTO STADTLANDER GMBH,OTTO STADTLANDER GMBH,VIETNAM,VIETNAM,Cotton equivalents,1364686,232.441881671262,986.1007538,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,116971,126.888896540728,532.885797,BR-5101852
2015,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,VICUNHA URUGUAY S.A.,VICUNHA URUGUAY S.A.,TURKEY,TURKEY,Cotton equivalents,1116201,198.571200032671,833.9245992,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,SANTOS,PAULO SERGIO DE AGUIAR,PAULO SERGIO DE AGUIAR,VIOLAR S.A.,VIOLAR S.A.,VIETNAM,VIETNAM,Cotton equivalents,766746,125.384507009328,531.9254688,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SANTOS,WALTER SCHALTTER E OUTROS,WALTER SCHALTTER E OUTROS,CDI COTTON,CDI COTTON,INDONESIA,INDONESIA,Cotton equivalents,146388,25.0103793346587,106.1028836,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SANTOS,WALTER SCHALTTER E OUTROS,WALTER SCHALTTER E OUTROS,PAUL REINHART,PAUL REINHART,BANGLADESH,BANGLADESH,Cotton equivalents,85955,14.6308170272856,62.0691056,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SANTOS,WALTER SCHALTTER E OUTROS,WALTER SCHALTTER E OUTROS,PAUL REINHART,PAUL REINHART,INDONESIA,INDONESIA,Cotton equivalents,800760,140.8988360142,597.742745,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SANTOS,WALTER SCHALTTER E OUTROS,WALTER SCHALTTER E OUTROS,PAUL REINHART,PAUL REINHART,THAILAND,THAILAND,Cotton equivalents,290304,49.8486492238121,211.475618,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SANTOS,WALTER SCHALTTER E OUTROS,WALTER SCHALTTER E OUTROS,PAUL REINHART,PAUL REINHART,VIETNAM,VIETNAM,Cotton equivalents,50070,8.52269823108684,36.1563032,BR-5101852
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,EFRAIM AGRONEGOCIOS LTDA,EFRAIM AGRONEGOCIOS LTDA,UNKNOWN,UNKNOWN,MOROCCO,MOROCCO,Cotton equivalents,28994,27.7751335090914,105.753868,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,EFRAIM AGRONEGOCIOS LTDA,EFRAIM AGRONEGOCIOS LTDA,UNKNOWN,UNKNOWN,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,101841,98.0930661670543,373.489516,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,BANGLADESH,BANGLADESH,Cotton equivalents,190873,40.2582945280959,160.5300464,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,663266,139.754898501725,557.2729944,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,INDONESIA,INDONESIA,Cotton equivalents,60738,13.2066988311804,52.6617434,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,562449,115.009890652878,458.602216,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,TAIWAN,TAIWAN,Cotton equivalents,109671,20.7321732571527,82.6695908,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,CUIABA,SANTOS,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTD,VIETNAM,VIETNAM,Cotton equivalents,84099,13.3943725485358,53.4100928,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,EVERSEASON ENTERPRISES LIMITED.,EVERSEASON ENTERPRISES LIMITED.,INDONESIA,INDONESIA,Cotton equivalents,738291,108.881900774595,434.1668416,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,PT. AYOE INDOTAMA TEXTILE,PT. AYOE INDOTAMA TEXTILE,INDONESIA,INDONESIA,Cotton equivalents,156885,27.0515956969155,107.868303,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,PT. PACIFIC TEXINDO INDUSTRY,PT. PACIFIC TEXINDO INDUSTRY,INDONESIA,INDONESIA,Cotton equivalents,86726,13.7439450521076,54.804014,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,RAMATEX TEXTILES INDUSTRIAL SDN BHD,RAMATEX TEXTILES INDUSTRIAL SDN BHD,MALAYSIA,MALAYSIA,Cotton equivalents,205435,27.4113707773966,109.302907,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,TOYOSHIMA (USA) INC.,TOYOSHIMA (USA) INC.,INDONESIA,INDONESIA,Cotton equivalents,93067,13.027885246404,51.9487238,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,TOYOSHIMA (USA) INC.,TOYOSHIMA (USA) INC.,JAPAN,JAPAN,Cotton equivalents,383589,54.4729005623552,217.2108222,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,TOYOSHIMA (USA) INC.,TOYOSHIMA (USA) INC.,MALAYSIA,MALAYSIA,Cotton equivalents,526274,75.0278711679277,299.173817,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,TOYOSHIMA (USA) INC.,TOYOSHIMA (USA) INC.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,159705,22.7667818839328,90.7825976,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,TOYOSHIMA (USA) INC.,TOYOSHIMA (USA) INC.,VIETNAM,VIETNAM,Cotton equivalents,98495,13.9117505933768,55.473139,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,160630,134.773356081392,537.409082,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BECOTTON LTD.,BECOTTON LTD.,TURKEY,TURKEY,Cotton equivalents,307802,52.796993060592,210.528137,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,BECOTTON LTD.,BECOTTON LTD.,VIETNAM,VIETNAM,Cotton equivalents,233323,39.8356930529637,158.844922,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,577606,99.2600652826556,395.7997494,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,INDONESIA,INDONESIA,Cotton equivalents,274710,47.1764471391069,188.1161966,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,THAILAND,THAILAND,Cotton equivalents,506910,87.5381098806246,349.058424,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,CARGILL AGRICOLA SA,CARGILL,VIETNAM,VIETNAM,Cotton equivalents,222866,42.9711060304693,171.3473888,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,EVERSEASON ENTERPRISE LTD.,EVERSEASON ENTERPRISE LTD.,INDONESIA,INDONESIA,Cotton equivalents,227680,38.0757485361329,151.827139,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,EVERSEASON ENTERPRISES LIMITED,EVERSEASON ENTERPRISES LIMITED,INDONESIA,INDONESIA,Cotton equivalents,481955,82.8033087281746,330.178393,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,EVERSEASON ENTREPRISES LIMITED.,EVERSEASON ENTREPRISES LIMITED.,INDONESIA,INDONESIA,Cotton equivalents,998540,168.361044732957,671.3400714,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,OLAM,OLAM,MALAYSIA,MALAYSIA,Cotton equivalents,651802,112.237743111112,447.548271,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,OLAM,OLAM,PAKISTAN,PAKISTAN,Cotton equivalents,71902,12.5094332460988,49.8813952,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,PT. APAC INT. CORP.,PT. APAC INT. CORP.,INDONESIA,INDONESIA,Cotton equivalents,458831,78.1503966798639,311.624895,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,SLC AGRICOLA PEJUCARA LTDA,SLC AGRICOLA PEJUCARA LTDA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,267109,288.86926158362,1099.870204,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,VANGUARDA DO BRASIL,VANGUARDA DO BRASIL,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,58351,69.8174291385644,265.82998,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,VANGUARDA DO BRASIL,VANGUARDA DO BRASIL,UNKNOWN,UNKNOWN,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,232869,275.119473887785,1047.517864,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,VANGUARDA DO BRASIL,VANGUARDA DO BRASIL,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,202318,187.158218732627,746.293848,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,PARANAGUA,VANGUARDA DO BRASIL,VANGUARDA DO BRASIL,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,639562,763.197571644577,2905.87605,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,275346,46.6289983412705,185.9332432,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,2028460,445.949198147558,1697.9523292,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,EUROPEAN UNION,ITALY,Cotton equivalents,157901,26.4289700165905,105.3855816,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,INDONESIA,INDONESIA,Cotton equivalents,452315,76.5059023754263,305.06747,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,PAKISTAN,PAKISTAN,Cotton equivalents,79918,13.4617632539095,53.6788134,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,169785,30.3440746610491,120.9970708,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,431062,84.8755555286471,323.1638218,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,TURKEY,TURKEY,Cotton equivalents,206823,33.9015521359548,135.1825208,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,TURKEY,TURKEY,Cotton equivalents,416049,74.3152124510915,282.9552976,BR-5103502
2017,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,TURKEY,TURKEY,Cotton equivalents,1150348,164.600068402891,656.4105544,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,VIETNAM,VIETNAM,Cotton equivalents,40201,6.70685187344499,26.743588,BR-5103502
2016,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,ADM DO BRASIL,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,VIETNAM,VIETNAM,Cotton equivalents,156568,27.734924518488,105.6007722,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,ARATEKS SANAYI VE TICARET A.S.,ARATEKS SANAYI VE TICARET A.S.,TURKEY,TURKEY,Cotton equivalents,235076,41.5059622885402,165.5051246,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,BECOTTON,BECOTTON,TAIWAN,TAIWAN,Cotton equivalents,188248,34.4750443537962,137.4693224,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,BEIJING CHINA NATIONAL COTTON EXCHANGE ZHANGJIAGANG BO,BEIJING CHINA NATIONAL COTTON EXCHANGE ZHANGJIAGANG BO,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,85351,13.1301795043616,52.3566224,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,CHINATEX COTTON IMPORT & EXPORT CORPORATION,CHINATEX COTTON IMPORT & EXPORT CORPORATION,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,359193,72.3709053496887,288.5791594,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,"CHONBANG CO., LTD.","CHONBANG CO., LTD.",SOUTH KOREA,SOUTH KOREA,Cotton equivalents,632929,85.542432139419,341.1006542,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,DEVCOT S.A,DEVCOT S.A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,34875,6.74175542602897,26.882766,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,DEVCOT S.A.,DEVCOT S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,71320,13.7869032706725,54.97531,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,DEVCOT S.A,DEVCOT S.A,INDONESIA,INDONESIA,Cotton equivalents,68390,13.6540012819874,54.445363,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,DEVCOT S.A.,DEVCOT S.A.,INDONESIA,INDONESIA,Cotton equivalents,317861,61.7092124796126,246.0656334,BR-5103502
2015,BRAZIL,AMAZONIA,MATO GROSSO,DIAMANTINO,DIAMANTINO,SANTOS,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA,DEVCOT S.A,DEVCOT S.A,MALAYSIA,MALAYSIA,Cotton equivalents,33118,6.63919267920527,26.4737968,BR-5103502
