YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NAL DE CHOCOLATES DCR S A,COMPANIA NAL DE CHOCOLATES DCR S A,COSTA RICA,COSTA RICA,Cocoa equivalents,512570,211.097826038
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NAL DE CHOCOLATES DE PERU S A,COMPANIA NAL DE CHOCOLATES DE PERU S A,PERU,PERU,Cocoa equivalents,105474.6,50.226
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NAL DE CHOCOLATES DE PERU S A,COMPANIA NAL DE CHOCOLATES DE PERU S A,PERU,PERU,Cocoa equivalents,205164,100.08
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,COOPROAGRO INC,COOPROAGRO INC,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Cocoa equivalents,131040,50.4
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,CORDIALSA USA INC,CORDIALSA USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,1822,0.3474326089113
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,CORDIALSA USA INC,CORDIALSA USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,6,0.0064
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,ECOM COCOA PRODS,ECOM COCOA PRODS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,410000,171.7391304
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,205000,18.282608707
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,107569,10.039673919275
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,61760,5.043478264
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,110488.5,8.999456527325
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,77400,6.30434783
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EL CAFETAL CO LTD,EL CAFETAL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,86400,7.565217396
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,ESSOR IMP,ESSOR IMP,FRENCH POLYNESIA,FRENCH POLYNESIA,Cocoa equivalents,460.6,0.07565217396
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,EUROMAR COMMODITIES GMBH,EUROMAR COMMODITIES GMBH,GERMANY,EUROPEAN UNION,Cocoa equivalents,1250000,343.4782608
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FCSTONE LLC,FCSTONE LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,606000,206.08695648
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FCSTONE LLC,FCSTONE LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,1788000,515.2173912
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,LIBERIA,LIBERIA,Cocoa equivalents,7363.5,0.79700483088
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,35700.96,3.0925603872
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,52405.2,5.563497585864
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,50258.21,5.70734299656
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,88533.17,11.32009662336
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,67201.6,9.824966188608
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,139640.05,18.790394207644
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,GENERAL COCOA CO,GENERAL COCOA CO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,696000,206.08695648
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,1220800,480.86956512
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,610000,171.7391304
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,IMPDORA Y EXPDORA YAGO LTD,IMPDORA Y EXPDORA YAGO LTD,CHILE,CHILE,Cocoa equivalents,660,0.090782608752
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,INTL COMMODITY TRADING INC,INTL COMMODITY TRADING INC,MONACO,MONACO,Cocoa equivalents,1425000,515.2173912
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,INTL COMMODITY TRADING INC,INTL COMMODITY TRADING INC,MONACO,MONACO,Cocoa equivalents,423000,103.04347824
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,INTL COMMODITY TRADING INC,INTL COMMODITY TRADING INC,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,336000,137.39130432
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,INTL FCSTONE LTD,INTL FCSTONE LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,503808,171.7391304
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,KEYMAR WAREHOUSE CO INC,KEYMAR WAREHOUSE CO INC,UNITED STATES,UNITED STATES,Cocoa equivalents,2845480,686.9565216
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,LYONS AND SONS INC,LYONS AND SONS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,692480,171.7391304
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,LYONS AND SONS INC,LYONS AND SONS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,702592,171.7391304
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,LYONS AND SONS INC,LYONS AND SONS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,268000,68.69565216
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MC AGRI ALLIANCE LTD COFFEE COCOA AND CONFECTIONARY MATERIAI,MC AGRI ALLIANCE LTD COFFEE COCOA AND CONFECTIONARY MATERIAI,JAPAN,JAPAN,Cocoa equivalents,280000,91.20772944
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MC AGRI ALLIANCE LTD COFFEE COCOA AND CONFECTIONARY MATERIAI,MC AGRI ALLIANCE LTD COFFEE COCOA AND CONFECTIONARY MATERIAI,JAPAN,JAPAN,Cocoa equivalents,226500,68.40579708
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MC AGRI ALLIANCE LTD,MC AGRI ALLIANCE LTD,JAPAN,JAPAN,Cocoa equivalents,188000,45.60386472
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MITSUBISHI CORPORATION DO BRASIL,MITSUBISHI CORPORATION DO BRASIL,JAPAN,JAPAN,Cocoa equivalents,87600,27.362318832
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MITSUBISHI CORPORATION DO BRASIL,MITSUBISHI CORPORATION DO BRASIL,JAPAN,JAPAN,Cocoa equivalents,116160,27.362318832
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MITSUBISHI CORPORATION DO BRASIL,MITSUBISHI CORPORATION DO BRASIL,JAPAN,JAPAN,Cocoa equivalents,463200,109.449275328
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MITSUBISHI CORPORATION DO BRASIL,MITSUBISHI CORPORATION DO BRASIL,JAPAN,JAPAN,Cocoa equivalents,317810,77.6031400728
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,NUTRESA S A DE C V,NUTRESA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,117540.5,37.3535130666632
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,NUTRESA S A DE C V,NUTRESA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,202016,50.43478264
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,NUTRESA S A DE C V,NUTRESA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,105070,38.06550726978
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,NUTRESA S A DE C V,NUTRESA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,4083.4,1.030434783
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM EUROPE LTD,OLAM EUROPE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,397480,171.7391304
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM EUROPE LTD,OLAM EUROPE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1147024,274.78260864
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM EUROPE LTD,OLAM EUROPE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1196400,343.4782608
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM,OLAM,SINGAPORE,SINGAPORE,Cocoa equivalents,813112,274.78260864
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM,OLAM,SINGAPORE,SINGAPORE,Cocoa equivalents,102000,34.34782608
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,450888,103.04347824
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM STORAGE AND DISTRIBUTION,OLAM STORAGE AND DISTRIBUTION,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,551480,171.7391304
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,PIETER BON WAREHOUSING BV,PIETER BON WAREHOUSING BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1669488,412.17391296
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,PIETER BON WAREHOUSING BV,PIETER BON WAREHOUSING BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,339000,103.04347824
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,PIETER BON WAREHOUSING BV,PIETER BON WAREHOUSING BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,735000,240.43478256
2013,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,RENEK SA,RENEK SA,ARGENTINA,ARGENTINA,Cocoa equivalents,77400,34.34782608
2014,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,RENEK SA,RENEK SA,ARGENTINA,ARGENTINA,Cocoa equivalents,144500,34.34782608
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,RENEK SA,RENEK SA,ARGENTINA,ARGENTINA,Cocoa equivalents,120400,34.34782608
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,RFB LTD,RFB LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,601184,137.39130432
2015,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,SADIMEX SRL,SADIMEX SRL,BOLIVIA,BOLIVIA,Cocoa equivalents,2959.2,0.3283304349864
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,SADIMEX SRL,SADIMEX SRL,BOLIVIA,BOLIVIA,Cocoa equivalents,1404,0.1634086957536
2017,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,SADIMEX SRL,SADIMEX SRL,BOLIVIA,BOLIVIA,Cocoa equivalents,1092,0.1270956522528
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,SADIMEX SRL,SADIMEX SRL,BOLIVIA,BOLIVIA,Cocoa equivalents,1560,0.181565217504
2018,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,THE OBROMA BV,THE OBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,735000,240.43478256
2016,COLOMBIA,ESPECIAL DE CARTAGENA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,THE OBROMA BV,THE OBROMA BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,290000,68.69565216
