YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,17230847.3868379,5806.985
2017,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,34041355.2733446,15315.3
2018,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,30177847.1689896,13338.325
2019,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,23605000.1575343,10560.55
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,SPAIN,EUROPEAN UNION,Cocoa equivalents,1841941.62760835,625.625
2017,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,SPAIN,EUROPEAN UNION,Cocoa equivalents,3319437.90322581,1626.625
2018,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,SPAIN,EUROPEAN UNION,Cocoa equivalents,851795.587108014,425.425
2019,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,SPAIN,EUROPEAN UNION,Cocoa equivalents,168014.849315068,75.075
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,TURKEY,TURKEY,Cocoa equivalents,2758878.69823435,1026.025
2017,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,TURKEY,TURKEY,Cocoa equivalents,2251881.44991512,1001
2018,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,TURKEY,TURKEY,Cocoa equivalents,3206426.37979094,1576.575
2019,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,TURKEY,TURKEY,Cocoa equivalents,4458877.81849315,2002
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1765438.24719101,625.625
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNITED STATES,UNITED STATES,Cocoa equivalents,5880675.91813804,2102.1
2017,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNITED STATES,UNITED STATES,Cocoa equivalents,16759970.1443124,7457.45
2018,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNITED STATES,UNITED STATES,Cocoa equivalents,9114028.66027875,4154.15
2019,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNITED STATES,UNITED STATES,Cocoa equivalents,5478081.11643836,2477.475
2016,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00321027287319422,38.135
2017,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0118845500848896,261.6
2018,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.14634146341463,159.514
2019,COTE D'IVOIRE,ENTREPRISE COOPERATIVE KIMBE,ECOOKIM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2.25000000000001,186.059
2018,COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,GERMANY,EUROPEAN UNION,Cocoa equivalents,82280.3205574913,45.60386472
2017,COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,96221.8760611205,37.0956521664
2016,COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,46327.621187801,18.891304344
2017,COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,123438.241086587,100.762
2016,COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,EPHOKA COTE D'IVOIRE,URUGUAY,URUGUAY,Cocoa equivalents,33587.5393258427,29
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2727302.97260274,1251.25
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,386131.782534247,175.175
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,ESTONIA,EUROPEAN UNION,Cocoa equivalents,882003.825342465,400.4
2017,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,FRANCE,EUROPEAN UNION,Cocoa equivalents,359739.516129032,200.2
2017,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,GERMANY,EUROPEAN UNION,Cocoa equivalents,364371.305602716,200.2
2018,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,GERMANY,EUROPEAN UNION,Cocoa equivalents,397959.057491289,204.125
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,GERMANY,EUROPEAN UNION,Cocoa equivalents,7337504.67465753,3353.35
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,INDONESIA,INDONESIA,Cocoa equivalents,1157236.19520548,525.525
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,ITALY,EUROPEAN UNION,Cocoa equivalents,557779.107876712,250.25
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,MALAYSIA,MALAYSIA,Cocoa equivalents,3941378.28767123,1801.8
2017,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1133176.29711375,575.575
2018,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1052256.73867596,526.7
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4095938.15924658,1851.85
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,SPAIN,EUROPEAN UNION,Cocoa equivalents,4707682.08219177,2152.15
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,TURKEY,TURKEY,Cocoa equivalents,1365749.6489726,550.55
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,383946.008561644,175.175
2018,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,UNITED STATES,UNITED STATES,Cocoa equivalents,61786.8066202091,25.025
2019,COTE D'IVOIRE,EXPORT-TRADING CORPORATION  CI,EXPORT-TRADING CORPORATION  CI,UNITED STATES,UNITED STATES,Cocoa equivalents,2909116.50342466,1326.325
2017,COTE D'IVOIRE,FILDISI COCOA INDUSTRY COTE D'IVOIR,FILDISI COCOA INDUSTRY COTE D'IVOIR,FRANCE,EUROPEAN UNION,Cocoa equivalents,0.00169779286926995,28.362
2019,COTE D'IVOIRE,FILDISI COCOA INDUSTRY COTE D'IVOIR,FILDISI COCOA INDUSTRY COTE D'IVOIR,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,0.00342465753424658,4.572
2016,COTE D'IVOIRE,FILDISI COCOA INDUSTRY COTE D'IVOIR,FILDISI COCOA INDUSTRY COTE D'IVOIR,TURKEY,TURKEY,Cocoa equivalents,9337013.0224719,3378.375
2017,COTE D'IVOIRE,FILDISI COCOA INDUSTRY COTE D'IVOIR,FILDISI COCOA INDUSTRY COTE D'IVOIR,TURKEY,TURKEY,Cocoa equivalents,8441684.60611206,3203.2
2018,COTE D'IVOIRE,FILDISI COCOA INDUSTRY COTE D'IVOIR,FILDISI COCOA INDUSTRY COTE D'IVOIR,TURKEY,TURKEY,Cocoa equivalents,8939791.11672474,4022.733
