YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,WOOD_PULP_EQUIVALENT_TONNES
2017,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,TAIWAN,TAIWAN,Wood pulp equivalents,2556488,7202
2015,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,THAILAND,THAILAND,Wood pulp equivalents,1552129,5200
2015,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,641865,2000
2016,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,3854368,10510
2017,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,12659337,36848
2015,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,272752,882
2017,BRAZIL,SANTOS,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,4767395,10006
2015,BRAZIL,SANTOS,INTERNATIONAL PAPER DO BRASIL LTDA.,INTERNATIONAL PAPER DO BRASIL LTDA.,PERU,PERU,Wood pulp equivalents,776068,1379.781
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,18195219,30473.484
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,7336380,16025.263
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,7222890,11510.612
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,4988112,8774.367
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,5627617,12740.161
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,15218065,26959.653
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,142015,306.851
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,45801,101.697
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,525661,1005.085
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,401006,936.015
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,FRANCE,EUROPEAN UNION,Wood pulp equivalents,1460461,2840.808
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,GERMANY,EUROPEAN UNION,Wood pulp equivalents,792932,1914.321
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,GERMANY,EUROPEAN UNION,Wood pulp equivalents,7990330,14016.496
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,ITALY,EUROPEAN UNION,Wood pulp equivalents,60889,101.503
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,409714,741.53
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,167913,357.374
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,JAPAN,JAPAN,Wood pulp equivalents,159434,255.952
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,232402,408.944
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,2421987,5098.021
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,MALAYSIA,MALAYSIA,Wood pulp equivalents,2231873,4081.718
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,SWITZERLAND,SWITZERLAND,Wood pulp equivalents,202622,307.7
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,TURKEY,TURKEY,Wood pulp equivalents,307470,513.283
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,8485829,15221.814
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,5751248,12240.984
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,UNITED STATES,UNITED STATES,Wood pulp equivalents,7323335,13483.331
2015,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,7335267,13185.469
2016,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,7652297,17222.386
2017,BRAZIL,SANTOS,LWARCEL CELULOSE LTDA,LWARCEL CELULOSE LTDA,VIETNAM,VIETNAM,Wood pulp equivalents,8260565,15039.04
2015,BRAZIL,SANTOS,MELHORAMENTOS CMPC,MELHORAMENTOS CMPC,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,16686,23
2015,BRAZIL,SANTOS,MINERIOS OURO BRANCO LTDA,MINERIOS OURO BRANCO LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,5760,3
2016,BRAZIL,SANTOS,MINERIOS OURO BRANCO LTDA,MINERIOS OURO BRANCO LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,9408,4.9
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ALGERIA,ALGERIA,Wood pulp equivalents,11257,24.373
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ALGERIA,ALGERIA,Wood pulp equivalents,114829,199.404
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,AUSTRALIA,AUSTRALIA,Wood pulp equivalents,405337,728
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,AUSTRALIA,AUSTRALIA,Wood pulp equivalents,63759,196
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BANGLADESH,BANGLADESH,Wood pulp equivalents,26690,52
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,28060,51.2
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,1069465,2127.202
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,282227,520
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,38976459,99673.934
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,116505575,228751.619
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHILE,CHILE,Wood pulp equivalents,304421,520
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,49083023,83726.8
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,17477640,42636.357
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,26409177,48778.807
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,7515667,12558
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,2012435,3744
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,608595,1274
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,3127402,5356
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,998999,2028
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,628913,1092
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ECUADOR,ECUADOR,Wood pulp equivalents,211208,416
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,EL SALVADOR,EL SALVADOR,Wood pulp equivalents,21307,40
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,6169,14.604
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,INDIA,INDIA,Wood pulp equivalents,2156675,4884
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,INDIA,INDIA,Wood pulp equivalents,1553922,3012
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,INDONESIA,INDONESIA,Wood pulp equivalents,6157563,10738
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,INDONESIA,INDONESIA,Wood pulp equivalents,2959805,7046
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,INDONESIA,INDONESIA,Wood pulp equivalents,745926,1430
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,IRAN,IRAN,Wood pulp equivalents,10610,23.042
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,4210621,7724.8
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,256441,661.522
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,139990,324.906
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,JAPAN,JAPAN,Wood pulp equivalents,1039660,2881.837
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,JAPAN,JAPAN,Wood pulp equivalents,284568,567.982
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,LEBANON,LEBANON,Wood pulp equivalents,291888,694.225
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MACAO,MACAO,Wood pulp equivalents,324547,520
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MALAYSIA,MALAYSIA,Wood pulp equivalents,809142,1378
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MALAYSIA,MALAYSIA,Wood pulp equivalents,1438194,3406
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MALAYSIA,MALAYSIA,Wood pulp equivalents,342827,647.488
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MEXICO,MEXICO,Wood pulp equivalents,193852,520
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,MOROCCO,MOROCCO,Wood pulp equivalents,14924,47.54
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NORTH KOREA,NORTH KOREA,Wood pulp equivalents,150618,312
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,PERU,PERU,Wood pulp equivalents,1085660,1898
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,PERU,PERU,Wood pulp equivalents,187691,246.84
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,137728,256
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,985377,2548
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,6214750,10378
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,1118671,2024
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,550852,1040
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,10254,26
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SYRIA,SYRIA,Wood pulp equivalents,207556,520
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,30108,52
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,21456,50
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,192825,416
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,THAILAND,THAILAND,Wood pulp equivalents,15770874,27762.301
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,THAILAND,THAILAND,Wood pulp equivalents,5156804,12674.8
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,THAILAND,THAILAND,Wood pulp equivalents,1532708,2704
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Wood pulp equivalents,311148,702
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TUNISIA,TUNISIA,Wood pulp equivalents,31262,71.712
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,TURKEY,TURKEY,Wood pulp equivalents,2024046,3921.275
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,698133,2080
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,7621630,14488.4
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,5466119,12866.446
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,1024359,2160.587
2015,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,1086094,1884
2016,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,2170061,4836
2017,BRAZIL,SANTOS,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,VIETNAM,VIETNAM,Wood pulp equivalents,2152790,4228.626
2015,BRAZIL,SAO FRANCISCO DO SUL,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,8594603,13134.96
2016,BRAZIL,SAO FRANCISCO DO SUL,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,16392697,35291.102
2017,BRAZIL,SAO FRANCISCO DO SUL,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,7236114,11937.403
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,148175,312
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,50740,112
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,687440,1040
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CANADA,CANADA,Wood pulp equivalents,108680,260
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,38317578,71526
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,31031266,66524
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,38836430,88636
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,COLOMBIA,COLOMBIA,Wood pulp equivalents,119400,200
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,43472,104
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ECUADOR,ECUADOR,Wood pulp equivalents,40587,56.037
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,1117480,2080
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,2592460,5902
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,635332,1198
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,FRANCE,EUROPEAN UNION,Wood pulp equivalents,86944,208
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,GUATEMALA,GUATEMALA,Wood pulp equivalents,170939,286
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,2326740,4186
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,2417688,5096
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,IRAN,IRAN,Wood pulp equivalents,195624,468
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,1196000,2080
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,5061160,10920
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,652080,1560
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,1044576,2002
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,1238116,2962
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,596068,1426
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,2174354,3770
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,1407380,3146
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,3708536,8086
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JORDAN,JORDAN,Wood pulp equivalents,321880,520
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JORDAN,JORDAN,Wood pulp equivalents,249964,598
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,795600,1560
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,1447680,3380
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,527280,1040
2015,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MALAYSIA,MALAYSIA,Wood pulp equivalents,368316,676
2016,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MEXICO,MEXICO,Wood pulp equivalents,260832,624
2017,BRAZIL,SAO FRANCISCO DO SUL,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MEXICO,MEXICO,Wood pulp equivalents,2673528,6396
