YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,WOOD_PULP_EQUIVALENT_TONNES
2017,BRAZIL,AEROPORTO INTERNACIONAL DE VIRACOPOS,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,JAPAN,JAPAN,Wood pulp equivalents,2529,4.688
2015,BRAZIL,ALMEIRIM,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,7294170,13262.127
2016,BRAZIL,ALMEIRIM,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,8342343,15167.896
2016,BRAZIL,ALMEIRIM,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,7656485,13920.882
2015,BRAZIL,ALMEIRIM,MARQUESA S/A,MARQUESA S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,1034815,1881.481
2016,BRAZIL,ALMEIRIM,MARQUESA S/A,MARQUESA S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,495436,900.793
2015,BRAZIL,BELEM,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",ITALY,EUROPEAN UNION,Wood pulp equivalents,56547,102.4
2016,BRAZIL,CHUI,KLABIN S.A.,KLABIN S.A.,URUGUAY,URUGUAY,Wood pulp equivalents,534285,946.108
2017,BRAZIL,CHUI,KLABIN S.A.,KLABIN S.A.,URUGUAY,URUGUAY,Wood pulp equivalents,1148163,1870.51
2015,BRAZIL,CORUMBA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,BOLIVIA,BOLIVIA,Wood pulp equivalents,46409,78
2016,BRAZIL,CORUMBA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,BOLIVIA,BOLIVIA,Wood pulp equivalents,453794,834.085
2017,BRAZIL,CORUMBA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,BOLIVIA,BOLIVIA,Wood pulp equivalents,1348792,2408
2015,BRAZIL,CORUMBA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,BOLIVIA,BOLIVIA,Wood pulp equivalents,553026,936
2015,BRAZIL,CORUMBA,INTERNATIONAL PAPER DO BRASIL LTDA.,INTERNATIONAL PAPER DO BRASIL LTDA.,BOLIVIA,BOLIVIA,Wood pulp equivalents,148073,246.785
2016,BRAZIL,CORUMBA,KLABIN S.A.,KLABIN S.A.,BOLIVIA,BOLIVIA,Wood pulp equivalents,17922,48
2017,BRAZIL,CORUMBA,KLABIN S.A.,KLABIN S.A.,BOLIVIA,BOLIVIA,Wood pulp equivalents,2939901,5642
2015,BRAZIL,CORUMBA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BOLIVIA,BOLIVIA,Wood pulp equivalents,1918235,3510
2016,BRAZIL,CORUMBA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BOLIVIA,BOLIVIA,Wood pulp equivalents,3653198,7852
2017,BRAZIL,CORUMBA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,BOLIVIA,BOLIVIA,Wood pulp equivalents,2994152,6058
2015,BRAZIL,FOZ DO IGUACU,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,547744,1014.34
2016,BRAZIL,FOZ DO IGUACU,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,862708,1609.146
2015,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,23359475,47281.889
2016,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,16820670,37907.7
2017,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ARGENTINA,ARGENTINA,Wood pulp equivalents,13508839,29213.524
2015,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PARAGUAY,PARAGUAY,Wood pulp equivalents,183102,314.578
2016,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PARAGUAY,PARAGUAY,Wood pulp equivalents,444539,838.219
2017,BRAZIL,FOZ DO IGUACU,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PARAGUAY,PARAGUAY,Wood pulp equivalents,605339,1157.876
2016,BRAZIL,FOZ DO IGUACU,KLABIN S.A.,KLABIN S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,4061617,9382.605
2017,BRAZIL,FOZ DO IGUACU,KLABIN S.A.,KLABIN S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,13683033,28013.786
2016,BRAZIL,FOZ DO IGUACU,KLABIN S.A.,KLABIN S.A.,PARAGUAY,PARAGUAY,Wood pulp equivalents,31668,50.533
2017,BRAZIL,FOZ DO IGUACU,KLABIN S.A.,KLABIN S.A.,PARAGUAY,PARAGUAY,Wood pulp equivalents,358435,630.225
2017,BRAZIL,FOZ DO IGUACU,"PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E","PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E",PARAGUAY,PARAGUAY,Wood pulp equivalents,32829,38.451
2017,BRAZIL,FOZ DO IGUACU,SCA DO BRASIL INDUSTRIA E COMERCIO LTDA,SCA DO BRASIL INDUSTRIA E COMERCIO LTDA,ARGENTINA,ARGENTINA,Wood pulp equivalents,151216,207.275
2015,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,11062529,21060
2016,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,6569194,14585.797
2017,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ARGENTINA,ARGENTINA,Wood pulp equivalents,3295582,6748
2015,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,PARAGUAY,PARAGUAY,Wood pulp equivalents,145111,208
2016,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,PARAGUAY,PARAGUAY,Wood pulp equivalents,149135,234
2017,BRAZIL,FOZ DO IGUACU,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,PARAGUAY,PARAGUAY,Wood pulp equivalents,329489,494
2015,BRAZIL,ITAJAI,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,342091,880.43
2016,BRAZIL,ITAJAI,BAHIA SPECIALTY CELLULOSE SA,BAHIA SPECIALTY CELLULOSE SA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,62203,128.473
2017,BRAZIL,ITAJAI,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,1180006,2000.011
2017,BRAZIL,ITAJAI,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,1004057,1859.364
2017,BRAZIL,ITAJAI,CMPC CELULOSE RIOGRANDENSE LTDA,CMPC CELULOSE RIOGRANDENSE LTDA,THAILAND,THAILAND,Wood pulp equivalents,595315,1009.008
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CANADA,CANADA,Wood pulp equivalents,1173168,2592
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,1790984,4030
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,COLOMBIA,COLOMBIA,Wood pulp equivalents,326395,503.372
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,GERMANY,EUROPEAN UNION,Wood pulp equivalents,1711892,3874
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,423852,1014
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,309920,520
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,351120,840
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,54340,130
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,309920,520
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MEXICO,MEXICO,Wood pulp equivalents,108680,260
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,86944,208
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,456456,1092
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,6034472,12028
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PERU,PERU,Wood pulp equivalents,4461692,7282.241
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,3420312,7336
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,912912,2184
2017,BRAZIL,ITAJAI,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,2302160,4816
2017,BRAZIL,ITAJAI,KLABIN S.A.,KLABIN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,76046,124.055
2017,BRAZIL,ITAJAI,"PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E","PRODHIGI INTERNACIONAL COMERCIO, REPRESENTACAO, IMPORTACAO E",VENEZUELA,VENEZUELA,Wood pulp equivalents,608637,625.468
2017,BRAZIL,JAGUARAO,KLABIN S.A.,KLABIN S.A.,URUGUAY,URUGUAY,Wood pulp equivalents,137619,216.905
2016,BRAZIL,MUNGUBA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,2455790,3001.6
2016,BRAZIL,MUNGUBA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",INDONESIA,INDONESIA,Wood pulp equivalents,755403,1004.8
2016,BRAZIL,MUNGUBA,"JARI CELULOSE, PAPEL E EMBALAGENS","JARI CELULOSE, PAPEL E EMBALAGENS",TAIWAN,TAIWAN,Wood pulp equivalents,1531294,2001.6
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,AUSTRIA,EUROPEAN UNION,Wood pulp equivalents,1185834,1794
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,AUSTRIA,EUROPEAN UNION,Wood pulp equivalents,65208,156
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,17740556,31912
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,37024987,82862
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,29752408,67868
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,COLOMBIA,COLOMBIA,Wood pulp equivalents,26352,51.913
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,COLOMBIA,COLOMBIA,Wood pulp equivalents,3873242,6356.473
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Wood pulp equivalents,596904,1428
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,1218880,2236
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,3886584,9048
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,EGYPT,EGYPT,Wood pulp equivalents,812592,1944
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,GERMANY,EUROPEAN UNION,Wood pulp equivalents,934648,2236
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,1803360,3536
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,3755336,8190
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,INDONESIA,INDONESIA,Wood pulp equivalents,875056,1872
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,1616680,3016
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ISRAEL,ISRAEL,Wood pulp equivalents,652080,1560
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,1488916,3562
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,312664,748
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,99840,156
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,1464606,3458
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JAPAN,JAPAN,Wood pulp equivalents,847704,2028
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,JORDAN,JORDAN,Wood pulp equivalents,173888,416
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,608920,1040
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,LEBANON,LEBANON,Wood pulp equivalents,315250,650
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MALAYSIA,MALAYSIA,Wood pulp equivalents,515580,780
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MALAYSIA,MALAYSIA,Wood pulp equivalents,762476,1378
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MEXICO,MEXICO,Wood pulp equivalents,212160,416
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MEXICO,MEXICO,Wood pulp equivalents,369512,884
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,482248,884
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,744900,1300
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,MOROCCO,MOROCCO,Wood pulp equivalents,86944,208
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,600768,1008
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,1034280,2028
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,2185690,4758
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PAKISTAN,PAKISTAN,Wood pulp equivalents,678832,1624
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PERU,PERU,Wood pulp equivalents,5652544,9472.275
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PHILIPPINES,PHILIPPINES,Wood pulp equivalents,274976,416
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PHILIPPINES,PHILIPPINES,Wood pulp equivalents,25220,52
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,PORTUGAL,EUROPEAN UNION,Wood pulp equivalents,130416,312
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,1882548,3522
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SAUDI ARABIA,SAUDI ARABIA,Wood pulp equivalents,217360,520
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,530036,1118
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH AFRICA,SOUTH AFRICA,Wood pulp equivalents,217360,520
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,983580,2028
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,260832,624
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,890020,2010
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,SWEDEN,EUROPEAN UNION,Wood pulp equivalents,901152,1512
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,TAIWAN,TAIWAN,Wood pulp equivalents,159120,312
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,TAIWAN,TAIWAN,Wood pulp equivalents,86944,208
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,2324348,3926
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,2618096,6006
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,THAILAND,THAILAND,Wood pulp equivalents,999856,2392
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,1282424,3068
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Wood pulp equivalents,971432,2324
2015,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,1189432,2080
2016,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,1639456,3302
2017,BRAZIL,PARANAGUA,ELDORADO BRASIL CELULOSE S/A,ELDORADO BRASIL CELULOSE S/A,VIETNAM,VIETNAM,Wood pulp equivalents,217360,520
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ALGERIA,ALGERIA,Wood pulp equivalents,26079,49.28
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ALGERIA,ALGERIA,Wood pulp equivalents,1187857,1746.35
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ANGOLA,ANGOLA,Wood pulp equivalents,641525,909.882
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,BANGLADESH,BANGLADESH,Wood pulp equivalents,3005975,6558
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,BANGLADESH,BANGLADESH,Wood pulp equivalents,707553,1222
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,1058303,1976
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,5215774,8189.554
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,224580139,486066.126
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,320236844,632207.452
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,52932,104
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,COLOMBIA,COLOMBIA,Wood pulp equivalents,11266464,18720
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,CROATIA,EUROPEAN UNION,Wood pulp equivalents,48156,73.271
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,CYPRUS,EUROPEAN UNION,Wood pulp equivalents,179889,271.772
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ECUADOR,ECUADOR,Wood pulp equivalents,14726,24.13
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,EGYPT,EGYPT,Wood pulp equivalents,1259631,2470
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,EGYPT,EGYPT,Wood pulp equivalents,3578448,5198.15
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,17399,24.653
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,GREECE,EUROPEAN UNION,Wood pulp equivalents,16410,24.626
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,INDIA,INDIA,Wood pulp equivalents,1764531,3311.333
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,INDIA,INDIA,Wood pulp equivalents,11288658,21647.14
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,INDONESIA,INDONESIA,Wood pulp equivalents,84100,122.857
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,IRAN,IRAN,Wood pulp equivalents,1497405,2515.201
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,IRAN,IRAN,Wood pulp equivalents,7330254,10536.461
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,14576314,31566
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,75584717,137700.622
2016,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,JAPAN,JAPAN,Wood pulp equivalents,12056,24
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,JAPAN,JAPAN,Wood pulp equivalents,821366,1262.834
2017,BRAZIL,PARANAGUA,KLABIN S.A.,KLABIN S.A.,JORDAN,JORDAN,Wood pulp equivalents,14628,24.509
