YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2017,PERU,PUERTO DEL CALLAO,AGRO HUNEY PERU S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,2,0.002
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIA DE ALIMENTOS BRANGGI S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,3087.45,0.3
2018,PERU,PUERTO DEL CALLAO,AGROINDUSTRIA DE ALIMENTOS BRANGGI S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,7726.98,0.725
2016,PERU,PUERTO DEL CALLAO,AGROINDUSTRIALES Y EXPORTADORA BETO VIP,CHILE,CHILE,Cocoa equivalents,1405.3,0.089521739186
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIALES Y EXPORTADORA BETO VIP,CHILE,CHILE,Cocoa equivalents,582.6,0.20738782621568
2018,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAL Y COMERCIAL ARRIOLA E HIJ,INDONESIA,INDONESIA,Cocoa equivalents,163875,75
2018,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAL Y COMERCIAL ARRIOLA E HIJ,MEXICO,MEXICO,Cocoa equivalents,70450,25
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIA ORGANICO DEL PERU S A C,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,0.39,0.001260869566
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS INTIPAMPA S A C INTIPA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,93757.35,15.5677826084
2018,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS INTIPAMPA S A C INTIPA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,35124,7.525391304
2016,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,JAPAN,JAPAN,Cocoa equivalents,2,0.02
2016,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1700,0.2
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1157.3,0.11
2015,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,6472.9,0.81756
2016,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,14799.67,1.92
2017,PERU,PUERTO DEL CALLAO,AGROINDUSTRIAS OSHO S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,16863.11,3.23
2018,PERU,PUERTO DEL CALLAO,AGRO INDUSTRIAS PUMA REAL S R L,AUSTRALIA,AUSTRALIA,Cocoa equivalents,15487.5,0.3411739129365
2014,PERU,PUERTO DEL CALLAO,AGROMANIA SAC,ITALY,EUROPEAN UNION,Cocoa equivalents,128.6,0.057
2015,PERU,PUERTO DEL CALLAO,AGROMAYO SCRL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,232001.01,75.072
2016,PERU,PUERTO DEL CALLAO,AGROMAYO SCRL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,136091.82,50.05
2015,PERU,PUERTO DEL CALLAO,AGROMAYO SCRL,GERMANY,EUROPEAN UNION,Cocoa equivalents,70382.07,25.047
2015,PERU,PUERTO DEL CALLAO,AGROMAYO SCRL,UNITED STATES,UNITED STATES,Cocoa equivalents,140123.88,50.009
2018,PERU,PUERTO DEL CALLAO,AGROMER PROCESOS DEL PERU E I R L,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,10,0.01
2013,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,8423.88,3.16967478457608
2014,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,14642.7,3.34051630642125
2015,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,5436.42,0.28806456539619
2016,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,3526.35,0.31915130454592
2017,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,7301.41,2.0209847838631
2018,PERU,PUERTO DEL CALLAO,AGRO MI PERU FOODS S A C,CHILE,CHILE,Cocoa equivalents,14913,4.29414261117822
2018,PERU,PUERTO DEL CALLAO,AGROMIX INDUSTRIAL S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,14639.7,2.043
2013,PERU,PUERTO DEL CALLAO,AGRO ORGANICO SOCIEDAD ANONIMA CERRADA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,50287.07,4.750000001
2016,PERU,PUERTO DEL CALLAO,AGRO ORGANICO SOCIEDAD ANONIMA CERRADA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,5250,0.4413043481
2013,PERU,PUERTO DEL CALLAO,AGRO ORGANICO SOCIEDAD ANONIMA CERRADA,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,18820,1.4978260877
2015,PERU,PUERTO DEL CALLAO,AGRO ORGANICO SOCIEDAD ANONIMA CERRADA,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,12900,1.260869566
2016,PERU,PUERTO DEL CALLAO,ALEK NATURA E I R L,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,43029.46,6
2014,PERU,PUERTO DEL CALLAO,ALFA INVESTMENTS S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,21,0.001260869566
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,38700,4.191304349
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,273875,30.7978260994
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,278302.99,32.4556827219932
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,170625,25.244782622
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,339413,53.11065220591
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,176881,27.06652175562
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,AUSTRIA,EUROPEAN UNION,Cocoa equivalents,6987.92,0.630434783
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,7000,0.8304347827
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,29150,4.42
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,54930,8.68
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,11025,1.8
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BRAZIL,BRAZIL,Cocoa equivalents,4500,0.630434783
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,29910,3.87586956534
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,60000,6.8978260881
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,98362.5,13.0346014508
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,10050,1.8884057967
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,100100,13.0021739156
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,91000,13.152173914
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CANADA,CANADA,Cocoa equivalents,48915,5.43500000135
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CANADA,CANADA,Cocoa equivalents,50550,4.99456521925
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CANADA,CANADA,Cocoa equivalents,158655,16.9404347875
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CANADA,CANADA,Cocoa equivalents,99457.5,10.8122282647875
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CANADA,CANADA,Cocoa equivalents,78455.4,8.5526847854345
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,375,0.03152173915
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,948.5,0.115760869575
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,750,0.0630434783
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CROATIA,EUROPEAN UNION,Cocoa equivalents,4420,0.52
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,25.5,0.003717391304
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,870.5,0.1200630434783
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,1300,0.15782608698
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,FRANCE,EUROPEAN UNION,Cocoa equivalents,7250.04,1.0222391304
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,FRANCE,EUROPEAN UNION,Cocoa equivalents,8840,1.3834782608
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,FRANCE,EUROPEAN UNION,Cocoa equivalents,7120,0.795652174
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,FRANCE,EUROPEAN UNION,Cocoa equivalents,16450,2.4184782609
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GERMANY,EUROPEAN UNION,Cocoa equivalents,6462.5,0.676630434875
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GERMANY,EUROPEAN UNION,Cocoa equivalents,129575.77,17.2526920289285
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GERMANY,EUROPEAN UNION,Cocoa equivalents,66971.98,8.25811594348
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GERMANY,EUROPEAN UNION,Cocoa equivalents,193254.8,26.6239130447
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GERMANY,EUROPEAN UNION,Cocoa equivalents,226251,32
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GREECE,EUROPEAN UNION,Cocoa equivalents,150050,19.8304347852
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,GREECE,EUROPEAN UNION,Cocoa equivalents,108360,15.54724637764
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,INDIA,INDIA,Cocoa equivalents,4862,0.512500000243
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,7725,0.7440217394
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,22875,2.290217392125
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,31575,2.835326088575
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,21212.5,2.01141304455
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,29550,2.83369565365
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,MEXICO,MEXICO,Cocoa equivalents,16050,1.73043478355
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,38000,5.3260869566
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,21900,3
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,5760,0.96
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,3250,0.4230434783
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,10845,1.4895652173
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,5692.5,0.51793478292
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,26430,2.6821739141
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,30452.5,3.15956521845
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,45425,5.38000000194
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,NORTH KOREA,NORTH KOREA,Cocoa equivalents,816,0.07565217396
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,54100,7.097826088
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,18750,2.858695652
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,14600,2
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,7200,1.2
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SERBIA,SERBIA,Cocoa equivalents,6500,0.630434783
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SLOVENIA,EUROPEAN UNION,Cocoa equivalents,9345,1.1152173915
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SLOVENIA,EUROPEAN UNION,Cocoa equivalents,2255.14,0.35
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,17617.5,1.738224638115
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,45810,4.694130435895
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,27864,2.8050000007
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,35908,3.566739131645
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,6465,0.6103260873
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,13360,1.34184782645
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,750,0.1
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,761275,103.2713043481
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1102316.32,156.625
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,536000,69.15
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SPAIN,EUROPEAN UNION,Cocoa equivalents,6195,0.82318840575
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,5100,0.6
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,8148.7,0.988413043517
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,8183.15,0.9743152174995
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,16972,2.06579710152
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,8730,1.02050724651
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,THAILAND,THAILAND,Cocoa equivalents,1264.98,0.183695652175
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,THAILAND,THAILAND,Cocoa equivalents,1685.25,0.2489130435
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,16000,2.1891304349
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,17401.26,3.1739130435
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,119770,14.849166668495
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,477407.5,65.53289854478
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,958835,133.70391304318
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,625722.5,96.44086955178
2013,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,15758,2.39844202894
2014,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,144110,14.40094203746
2015,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,267695,30.15043479682
2016,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,9000,0.9456521745
2017,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,14250,1.730434783
2018,PERU,PUERTO DEL CALLAO,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD A,UNITED STATES,UNITED STATES,Cocoa equivalents,56194.82,5.16333152398375
2016,PERU,PUERTO DEL CALLAO,ALIGOOD S A C,CANADA,CANADA,Cocoa equivalents,2764.22,0.19186652185822
2018,PERU,PUERTO DEL CALLAO,ALIGOOD S A C,CANADA,CANADA,Cocoa equivalents,817.41,0.03
2017,PERU,PUERTO DEL CALLAO,ALIMOST E I R L,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,287407.06,45.075
2017,PERU,PUERTO DEL CALLAO,ALKALI Q S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,4619.8,0.51
2014,PERU,PUERTO DEL CALLAO,ALPHA NATURALS E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,9000,1.5
2015,PERU,PUERTO DEL CALLAO,ALPHA NATURALS E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,567,0.066195652215
2016,PERU,PUERTO DEL CALLAO,ALPHA NATURALS E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,8949.6,1.32081125588789
2017,PERU,PUERTO DEL CALLAO,ALPHA NATURALS E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,1758,0.194447391314
2016,PERU,PUERTO DEL CALLAO,ALVAREZ MACHUCA RENZO GUSTAVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,1278,0.20521739124
2015,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,AUSTRALIA,AUSTRALIA,Cocoa equivalents,7000,0.630434783
2017,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,AUSTRALIA,AUSTRALIA,Cocoa equivalents,9560,1.6934782613
2017,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,CHILE,CHILE,Cocoa equivalents,4880,0.5930434783
2018,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,CHILE,CHILE,Cocoa equivalents,10860,0.8826086962
2018,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,GERMANY,EUROPEAN UNION,Cocoa equivalents,780,0.1
2016,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,JAPAN,JAPAN,Cocoa equivalents,3680,0.418
2017,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,JAPAN,JAPAN,Cocoa equivalents,4300,0.5
2015,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,7000,0.630434783
2016,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,POLAND,EUROPEAN UNION,Cocoa equivalents,36000,5.457
2016,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,95775.82,13.895
2017,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,185940,31.4
2018,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,THAILAND,THAILAND,Cocoa equivalents,780,0.0630434783
2016,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,TURKEY,TURKEY,Cocoa equivalents,2487.5,0.429347826
2018,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,TURKEY,TURKEY,Cocoa equivalents,4400,0.858695652
2018,PERU,PUERTO DEL CALLAO,AMAZONANDESEXPORTSAC,UNITED STATES,UNITED STATES,Cocoa equivalents,8200,0.3782608698
2015,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,ALGERIA,ALGERIA,Cocoa equivalents,283164.94,100.058
2017,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,ALGERIA,ALGERIA,Cocoa equivalents,1940892.15,874.1355
2018,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,ALGERIA,ALGERIA,Cocoa equivalents,3682600.4,1501.588
2013,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,867580.73,350.197
2014,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2994421.19,949.456
2015,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3548915.92,1101.15
2016,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1669287.09,550.32
2017,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4841694.03,2202.625
2018,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4696603.4,1876.8
2014,PERU,PUERTO DEL CALLAO,AMAZONAS TRADING PERU S A C,CANADA,CANADA,Cocoa equivalents,306825.66,100.0736
