YEAR,COUNTRY OF PRODUCTION,BIOME,STATE,MUNICIPALITY,LOGISTICS HUB,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,LAND_USE_HA,COCOA_EQUIVALENT_TONNES,TRASE_GEOCODE,PRODUCT_DESCR,ZERO_DEFORESTATION_BRAZIL_COCOA
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,CHUI,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cocoa equivalents,182977.035103814,19.9270730902123,15.310392069166,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,CHUI,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cocoa equivalents,141138.104578911,41.6539624666573,32.0036210893456,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,CORUMBA,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,BOLIVIA,BOLIVIA,Cocoa equivalents,185638.115497163,49.8249204781131,38.281541091432,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,FOZ DO IGUACU,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,PARAGUAY,PARAGUAY,Cocoa equivalents,41859.7563077781,10.5431716276848,8.10054193817596,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,RIO DE JANEIRO,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,11502.7969339685,2.83400453352169,2.1774256729817,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,RIO DE JANEIRO,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,55272.5201667804,13.9260115034572,10.6996494222913,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,RIO GRANDE,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,14831.8228028064,3.79554178596655,2.91619509774335,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,2281648.80367942,320.427335290614,246.19110447219,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,COSTA RICA,COSTA RICA,Cocoa equivalents,204725.430824886,23.9124877082547,18.3724704829992,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,MEXICO,MEXICO,Cocoa equivalents,2028205.36912773,262.240281867194,201.484759630225,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,2773639.74381541,398.541461804246,306.207841383321,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,131743.666045928,35.7202654745963,27.4446360865402,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CANADA,CANADA,Cocoa equivalents,45315.0216940615,12.9264344877797,9.93165324221676,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,Cocoa equivalents,21059.9207028225,5.06072238128872,3.88826013032446,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Cocoa equivalents,14379.0507762193,4.21726865107394,3.24021677527039,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ECUADOR,ECUADOR,Cocoa equivalents,5160.92500860616,1.26518059532218,0.972065032581116,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,JAMAICA,JAMAICA,Cocoa equivalents,10565.2440324379,2.50084031008685,1.92144854773534,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,MEXICO,MEXICO,Cocoa equivalents,228426.550966333,63.8599905488871,49.0649825195318,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3296108.52011576,1316.87136202649,1011.78014282415,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,PHILIPPINES,PHILIPPINES,Cocoa equivalents,3406.88237457626,0.843453730214788,0.648043355054077,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,7181.91932513386,1.68336495476268,1.29336492801693,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,4262.67009911711,1.34952596834366,1.03686936808652,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,586040.285700617,176.449255180338,135.56969781228,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SANTANA DO LIVRAMENTO,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cocoa equivalents,33187.1542791513,8.09715581006196,6.22121620851914,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SANTOS,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,827759.814427984,114.022712222195,87.6060634197681,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SANTOS,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,348389.164941095,95.793148774819,73.5999039418792,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SANTOS,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,10240.5073992767,2.53036119064436,1.94413006516223,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SANTOS,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,PERU,PERU,Cocoa equivalents,3380.47243368807,0.801281043704048,0.615641187301373,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO BORJA,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,954774.039390136,139.489511631486,107.172744484162,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO BORJA,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,116911.526323831,33.6870359125405,25.8824627748468,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO BORJA,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,90663.2142738786,25.3036119064436,19.4413006516223,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO FRANCISCO DO SUL,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,3273.03679415492,0.841682477381336,0.646682464008463,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO PAULO,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,PERU,PERU,Cocoa equivalents,5271.12827207977,0.398541461804246,0.306207841383321,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,SAO PAULO,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,286.917597809275,0.0716935670682569,0.0550836851795965,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,URUGUAIANA,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,13382995.3549111,1674.67122250144,1286.68534949271,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,URUGUAIANA,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,6088799.06712941,818.604162545922,628.950906201341,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,URUGUAIANA,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,196560.950129227,51.8724044082094,39.8546663358257,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,ALTAMIRA,ILHEUS,URUGUAIANA,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,93791.5245919662,27.9183184701095,21.45023505229,BR-1500602,"",None
2015,BRAZIL,AMAZONIA,PARA,BANNACH,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,10325,4,3.5,BR-1501253,"",
2015,BRAZIL,AMAZONIA,PARA,BANNACH,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,8778,3.2,2.8,BR-1501253,"",
2015,BRAZIL,AMAZONIA,PARA,BANNACH,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,2086.65333333333,0.8,0.7,BR-1501253,"",
2015,BRAZIL,AMAZONIA,PARA,BRASIL NOVO,ILHEUS,SALVADOR,CARGILL AGRICOLA SA,CARGILL,UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,11684942.7923771,5125,3933,BR-1501725,"",None
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,183398.298458333,35.5165277777778,31.964875,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,6931.22225,1.14569444444444,1.031125,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,SALVADOR,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,31610,11.3333333333333,10.2,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,SALVADOR,"MAGIA DOCE INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ALIMENTOS LTDA","MAGIA DOCE INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ALIMENTOS LTDA",UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,62478,13.3333333333333,12,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,SALVADOR,SAG ALMEIDA COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,SAG ALMEIDA COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,9898,2.26666666666667,2.04,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,SANTOS,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,4368,0.866666666666667,0.78,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,SANTOS,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,5364,2,1.8,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,ILHEUS,URUGUAIANA,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,2856,0.533333333333333,0.48,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,IPIAU,SALVADOR,CALHEIRA ALMEIDA S A,CALHEIRA ALMEIDA S A,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,140014,50,45,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,URUCUCA,SALVADOR AIRPORT,JOAO DIAS TAVARES BISNETO,JOAO DIAS TAVARES BISNETO,UNKNOWN,UNKNOWN,SWITZERLAND,SWITZERLAND,Cocoa equivalents,1098,0.222222222222222,0.2,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,URUCUCA,SANTOS,JOAO DIAS TAVARES BISNETO,JOAO DIAS TAVARES BISNETO,UNKNOWN,UNKNOWN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,12500,2.77777777777778,2.5,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ELDORADO DOS CARAJAS,URUCUCA,SAO PAULO,JOAO DIAS TAVARES BISNETO,JOAO DIAS TAVARES BISNETO,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,14,0.00444444444444444,0.004,BR-1502954,"",
2015,BRAZIL,AMAZONIA,PARA,ITUPIRANGA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,102575.705225,43.464281875,34.7714255,BR-1503705,"",
2015,BRAZIL,AMAZONIA,PARA,ITUPIRANGA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,87206.735154,34.7714255,27.8171404,BR-1503705,"",
2015,BRAZIL,AMAZONIA,PARA,ITUPIRANGA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,20730.2602640933,8.692856375,6.9542851,BR-1503705,"",
2015,BRAZIL,AMAZONIA,PARA,PICARRA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,22125,100,7.5,BR-1505635,"",
2015,BRAZIL,AMAZONIA,PARA,PICARRA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,18810,80,6,BR-1505635,"",
2015,BRAZIL,AMAZONIA,PARA,PICARRA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,4471.4,20,1.5,BR-1505635,"",
2015,BRAZIL,AMAZONIA,PARA,SAO DOMINGOS DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,39825,15,13.5,BR-1507151,"",
2015,BRAZIL,AMAZONIA,PARA,SAO DOMINGOS DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,33858,12,10.8,BR-1507151,"",
2015,BRAZIL,AMAZONIA,PARA,SAO DOMINGOS DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,8048.52,3,2.7,BR-1507151,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,203229.948625,30.8011956521739,35.421375,BR-1507458,"",
2016,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,609717,97.3913043478261,112,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,FRANCE,EUROPEAN UNION,Cocoa equivalents,730117,119.130434782609,137,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,GANDU,SALVADOR,M LIBANIO AGRICOLA S A,M LIBANIO AGRICOLA S A,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,7680.72525,0.993586956521739,1.142625,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,IBIRATAIA,SALVADOR,INDUSTRIA E COMERCIO DE CACAU FINO MAGALHAES LTDA,INDUSTRIA E COMERCIO DE CACAU FINO MAGALHAES LTDA,UNKNOWN,UNKNOWN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4918,0.434782608695652,0.5,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,RECIFE,BRACAU TRADING CACAU LTDA,BRACAU TRADING CACAU LTDA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Cocoa equivalents,71040,20.8695652173913,24,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,RIO GRANDE,JOANES INDUSTRIAL LTDA,JOANES INDUSTRIAL LTDA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cocoa equivalents,790155.789632304,91.6580877666531,105.406800931651,BR-1507458,"",None
2016,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,AGRICOLA CONDURU LTDA.,AGRICOLA CONDURU LTDA.,UNKNOWN,UNKNOWN,SWITZERLAND,SWITZERLAND,Cocoa equivalents,3620,0.876521739130435,1.008,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,AGRICOLA CONDURU LTDA.,AGRICOLA CONDURU LTDA.,UNKNOWN,UNKNOWN,SWITZERLAND,SWITZERLAND,Cocoa equivalents,5997,1.63130434782609,1.876,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,19152,3.96521739130435,4.56,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),ARTHUR JOAQUIM DE CARVALHO (FAZENDA CAMBOA),UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,35917,4.43478260869565,5.1,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,37549.294775,11.0683256521739,12.7285745,BR-1507458,"",
2016,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,46500,13.0434782608696,15,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,118500,39.1304347826087,45,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,INDIA,INDIA,Cocoa equivalents,31923.264846,8.85466052173913,10.1828596,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,7588.60640257333,2.21366513043478,2.5457149,BR-1507458,"",
2016,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,BRANDAO FILHOS S A COMERCIO INDUSTRIA E LAVOURA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cocoa equivalents,137292,39.1304347826087,45,BR-1507458,"",
2016,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,COOPERATIVA DOS PRODUTORES ORGANICOS DO SUL DA BAHIA,COOPERATIVA DOS PRODUTORES ORGANICOS DO SUL DA BAHIA,UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,90952,15.9913043478261,18.39,BR-1507458,"",
2017,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,COOPERATIVA DOS PRODUTORES ORGANICOS DO SUL DA BAHIA,COOPERATIVA DOS PRODUTORES ORGANICOS DO SUL DA BAHIA,UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,99435,14.7913043478261,17.01,BR-1507458,"",
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,JOANES INDUSTRIAL LTDA,JOANES INDUSTRIAL LTDA,UNKNOWN,UNKNOWN,ARGENTINA,ARGENTINA,Cocoa equivalents,405037.763204365,46.4043038483891,53.3649494256475,BR-1507458,"",None
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,JOANES INDUSTRIAL LTDA,JOANES INDUSTRIAL LTDA,UNKNOWN,UNKNOWN,CANADA,CANADA,Cocoa equivalents,628613.748442624,101.24575385103,116.432616928685,BR-1507458,"",None
2015,BRAZIL,AMAZONIA,PARA,SAO GERALDO DO ARAGUAIA,ILHEUS,SALVADOR,JOANES INDUSTRIAL LTDA,JOANES INDUSTRIAL LTDA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,679531.405270028,87.8230213329017,100.996474532837,BR-1507458,"",None
