YEAR,COUNTRY OF PRODUCTION,DEPARTMENT,MUNICIPALITY OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES,COFFEE_BEAN,TRASE_GEOCODE
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FINLAY BEVERAGES LTD,FINLAY BEVERAGES LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,50709.7706227466,11.8370892281402,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,1279117.66609378,388.501038790152,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,99518.1878508818,23.9793642177641,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,69041.6529597981,24.1644204263082,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,Coffee equivalents,2598549.87670917,897.552153564755,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FUNDICION PACIFICO C A,FUNDICION PACIFICO C A,SWEDEN,EUROPEAN UNION,Coffee equivalents,82124.8299109732,27.9142578206063,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FUNDICION PACIFICO C A,FUNDICION PACIFICO C A,SWEDEN,EUROPEAN UNION,Coffee equivalents,277809.747254004,85.4958953578261,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FUNDICION PACIFICO C A,FUNDICION PACIFICO C A,SWEDEN,EUROPEAN UNION,Coffee equivalents,12233.799146515,4.21192727554548,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,4391409.96250955,1326.50288737459,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,2053609.20336542,528.118889184976,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,5940814.02813357,1671.13211129233,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,Coffee equivalents,2456843.31078619,800.171095026121,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUSTAV PAULING LTD,GUSTAV PAULING LTD,NORWAY,NORWAY,Coffee equivalents,84604.0320640419,27.8896350308441,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUZMAN GLOBAL SL,GUZMAN GLOBAL SL,SPAIN,EUROPEAN UNION,Coffee equivalents,45153.192008103,13.2823313746598,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUZMAN GLOBAL SL,GUZMAN GLOBAL SL,SPAIN,EUROPEAN UNION,Coffee equivalents,48970.835676646,18.2871733935558,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUZMAN GLOBAL SL,GUZMAN GLOBAL SL,SPAIN,EUROPEAN UNION,Coffee equivalents,102985.548725811,25.0007701284495,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HA BENNETT AND SONS PTY LTD,HA BENNETT AND SONS PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,39264.2656937899,12.0746811835774,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,BELGIUM,EUROPEAN UNION,Coffee equivalents,126127.931338135,38.4355093378853,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,BELGIUM,EUROPEAN UNION,Coffee equivalents,52869.5914630278,12.2667465237638,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,BELGIUM,EUROPEAN UNION,Coffee equivalents,43156.7990816913,12.5646955251921,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,BELGIUM,EUROPEAN UNION,Coffee equivalents,122090.716268116,42.1140569948736,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,CANADA,CANADA,Coffee equivalents,39744.3730873199,13.1783114356903,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,DENMARK,EUROPEAN UNION,Coffee equivalents,36178.7393711605,12.8912555543124,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,DENMARK,EUROPEAN UNION,Coffee equivalents,109129.723744991,33.9638292681227,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,FRANCE,EUROPEAN UNION,Coffee equivalents,78921.5846427369,26.4868014952069,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,FRANCE,EUROPEAN UNION,Coffee equivalents,21721.1463247169,6.11016930922124,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GERMANY,EUROPEAN UNION,Coffee equivalents,42350.473016792,13.9963922777617,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GERMANY,EUROPEAN UNION,Coffee equivalents,132226.387320185,30.6790061257021,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GERMANY,EUROPEAN UNION,Coffee equivalents,286621.616809281,76.4623147040902,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GERMANY,EUROPEAN UNION,Coffee equivalents,189787.296549994,67.4662643309798,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GREECE,EUROPEAN UNION,Coffee equivalents,35568.9907018582,13.2790039706379,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,GREECE,EUROPEAN UNION,Coffee equivalents,43634.1646536171,12.4981890972649,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,IRELAND,EUROPEAN UNION,Coffee equivalents,32476.0831084164,11.8321718341989,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ISRAEL,ISRAEL,Coffee equivalents,38639.3394534594,12.7932029834391,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ISRAEL,ISRAEL,Coffee equivalents,196864.282890227,59.5235169741675,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ISRAEL,ISRAEL,Coffee equivalents,98385.2865577032,24.0972865792496,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ITALY,EUROPEAN UNION,Coffee equivalents,167190.818784993,53.0607809757879,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ITALY,EUROPEAN UNION,Coffee equivalents,367951.75270206,84.0127534762231,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ITALY,EUROPEAN UNION,Coffee equivalents,375737.507232716,85.973361316813,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ITALY,EUROPEAN UNION,Coffee equivalents,72313.4230998407,26.0916417015883,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,NORWAY,NORWAY,Coffee equivalents,112119.070972986,36.1970645280826,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,PORTUGAL,EUROPEAN UNION,Coffee equivalents,44238.3289270869,13.267025316159,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,PORTUGAL,EUROPEAN UNION,Coffee equivalents,37244.5407679362,12.0671521540008,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,35987.9833767386,12.1775779211252,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SLOVENIA,EUROPEAN UNION,Coffee equivalents,24005.7306571887,7.98894036108417,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,46357.4394169046,13.2457299304188,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,16577.8196453835,6.13598562741321,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SPAIN,EUROPEAN UNION,Coffee equivalents,37445.4802000143,13.3269185885534,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SPAIN,EUROPEAN UNION,Coffee equivalents,34290.1834942814,12.2470769479985,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SPAIN,EUROPEAN UNION,Coffee equivalents,551855.851832267,181.41761442194,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SPAIN,EUROPEAN UNION,Coffee equivalents,86377.0996280682,30.8143123017451,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SWEDEN,EUROPEAN UNION,Coffee equivalents,182584.388011555,55.8478145845396,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SWEDEN,EUROPEAN UNION,Coffee equivalents,118919.058341552,26.3064293408696,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,SWEDEN,EUROPEAN UNION,Coffee equivalents,49989.4382117331,16.8087915039987,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,179647.674460281,51.6925524419786,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,120804.107931337,35.4888320745634,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,148124.678553125,36.2108677489732,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,30335.9187291082,8.01180946517124,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED STATES,UNITED STATES,Coffee equivalents,87331.7300104611,24.1556365584688,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,IBERICAFE IMP S L,IBERICAFE IMP S L,PORTUGAL,EUROPEAN UNION,Coffee equivalents,43033.9887734555,15.3399530818447,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,IBERICAFE IMP S L,IBERICAFE IMP S L,SPAIN,EUROPEAN UNION,Coffee equivalents,137965.282106791,48.3401343969814,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,IBERICAFE IMP S L,IBERICAFE IMP S L,SPAIN,EUROPEAN UNION,Coffee equivalents,44509.9005693823,15.4354416217171,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,I GROUP LLC,I GROUP LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,72038.2114867087,23.1503539461088,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,I M FRELLSEN KS,I M FRELLSEN KS,DENMARK,EUROPEAN UNION,Coffee equivalents,168319.430683519,54.4706467297814,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ING BANK BELGIUM,ING BANK BELGIUM,BELGIUM,EUROPEAN UNION,Coffee equivalents,56824.2487984089,12.2937921904411,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ING BANK BELGIUM,ING BANK BELGIUM,BELGIUM,EUROPEAN UNION,Coffee equivalents,73995.0886264513,24.0173738396555,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ING BANK BELGIUM,ING BANK BELGIUM,ITALY,EUROPEAN UNION,Coffee equivalents,17604.4270518857,6.13782965014121,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,INTERGRANO SL,INTERGRANO SL,SPAIN,EUROPEAN UNION,Coffee equivalents,124127.516004587,39.8123891221516,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,INTERGRANO SL,INTERGRANO SL,SPAIN,EUROPEAN UNION,Coffee equivalents,22605.8124929309,7.99215005990341,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ITOCHU & CO,ITOCHU,JAPAN,JAPAN,Coffee equivalents,53881.8515201209,10.9403073940265,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JACOBS DOUWE EGBERTS S E AB,JACOBS DOUWE EGBERTS S E AB,NORWAY,NORWAY,Coffee equivalents,153595.516136992,52.5814877251697,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JACOBS DOUWE EGBERTS S E AB,JACOBS DOUWE EGBERTS S E AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,115652.100557959,42.0418387714407,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JAMAICA STD PRODS CO LTD,JAMAICA STD PRODS CO LTD,JAMAICA,JAMAICA,Coffee equivalents,23593.2402255578,7.72694869496384,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JHON BURTON LIMITED,JHON BURTON LIMITED,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,107094.184085137,36.2252983889951,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JHON BURTON LIMITED,JHON BURTON LIMITED,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,111449.389130149,38.5974307260456,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KAFFEHUSET FRIELE AS,KAFFEHUSET FRIELE AS,NORWAY,NORWAY,Coffee equivalents,347940.42963521,111.709604265971,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KAFFEHUSET FRIELE AS,KAFFEHUSET FRIELE AS,NORWAY,NORWAY,Coffee equivalents,763302.963208645,206.366734850101,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KAFFEHUSET FRIELE AS,KAFFEHUSET FRIELE AS,NORWAY,NORWAY,Coffee equivalents,499853.239820291,118.407793313957,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KAFFEHUSET KARLSTAD,KAFFEHUSET KARLSTAD,SWEDEN,EUROPEAN UNION,Coffee equivalents,157705.004786336,39.391255325983,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KAFFEHUSET KARLSTAD,KAFFEHUSET KARLSTAD,SWEDEN,EUROPEAN UNION,Coffee equivalents,24825.1788021109,8.42545940050058,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KENCAF IMP AND DISTRIB INC,KENCAF IMP AND DISTRIB INC,CANADA,CANADA,Coffee equivalents,138088.194428286,29.484694072202,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KENCAF IMP AND DISTRIB INC,KENCAF IMP AND DISTRIB INC,CANADA,CANADA,Coffee equivalents,185676.403727789,48.2271989533315,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KEN GABBAY COFFEE LTD,KEN GABBAY COFFEE LTD,CANADA,CANADA,Coffee equivalents,24966.3712361826,5.92914774475611,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KEN GABBAY COFFEE LTD,KEN GABBAY COFFEE LTD,CANADA,CANADA,Coffee equivalents,67155.7251637131,12.0640150583438,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KEN GABBAY COFFEE LTD,KEN GABBAY COFFEE LTD,CANADA,CANADA,Coffee equivalents,35679.4614324878,7.72133172203018,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KJELDSBERG KAFFEBRENNERI AS,KJELDSBERG KAFFEBRENNERI AS,NORWAY,NORWAY,Coffee equivalents,170101.106093524,55.8098821786898,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KJELDSBERG KAFFEBRENNERI AS,KJELDSBERG KAFFEBRENNERI AS,NORWAY,NORWAY,Coffee equivalents,58024.4555778961,19.3299682462386,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KJELDSBERG KAFFEBRENNERI AS,KJELDSBERG KAFFEBRENNERI AS,NORWAY,NORWAY,Coffee equivalents,55103.0019825908,16.820025449866,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,372498.454805461,139.639833625883,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,1032667.87017883,257.881661116573,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,2485561.92848211,842.241795204142,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,Coffee equivalents,352203.400951987,134.496812047248,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,GERMANY,EUROPEAN UNION,Coffee equivalents,608730.677684389,209.76287694522,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,GERMANY,EUROPEAN UNION,Coffee equivalents,261517.50228914,70.4472002777061,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,193451.11723362,69.9194061931965,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,KYOEI FOODS,KYOEI FOODS,JAPAN,JAPAN,Coffee equivalents,129204.656621964,30.8700808187293,Green,CO-73
