YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2016,PARAGUAY,SALTO DEL GUAIRA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,636900,5000
2017,PARAGUAY,SALTO DEL GUAIRA,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,165000,1500
2014,PARAGUAY,SALTO DEL GUAIRA,NOBLE PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,1117000,10000
2013,PARAGUAY,SALTO DEL GUAIRA,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,4687600,31400
2014,PARAGUAY,SALTO DEL GUAIRA,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,125000,1000
2013,PARAGUAY,SALTO DEL GUAIRA,OVETRIL SA,OVETRIL,BRAZIL,BRAZIL,Corn equivalents,330000,3000
2015,PARAGUAY,SALTO DEL GUAIRA,OVETRIL SA,OVETRIL,BRAZIL,BRAZIL,Corn equivalents,250000,2500
2017,PARAGUAY,SALTO DEL GUAIRA,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,BRAZIL,BRAZIL,Corn equivalents,427680,1584
2018,PARAGUAY,SALTO DEL GUAIRA,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,BRAZIL,BRAZIL,Corn equivalents,374088,1346.4
2017,PARAGUAY,SALTO DEL GUAIRA,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,PRODUCTORES ASOCIADOS DEL PARAGUAY SOCIEDAD ANONIMA  PROAPY S.A.,URUGUAY,URUGUAY,Corn equivalents,16240,56
2016,PARAGUAY,SALTO DEL GUAIRA,RAFAELI SRL IMPORTADORA Y EXPORTADORA,RAFAELI SRL IMPORTADORA Y EXPORTADORA,BRAZIL,BRAZIL,Corn equivalents,1185000,7000
2017,PARAGUAY,SALTO DEL GUAIRA,RAFAELI SRL IMPORTADORA Y EXPORTADORA,RAFAELI SRL IMPORTADORA Y EXPORTADORA,BRAZIL,BRAZIL,Corn equivalents,132000,1000
2017,PARAGUAY,SALTO DEL GUAIRA,SEAGRI MARANGATU SOCIEDAD ANONIMA,SEAGRI MARANGATU SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,54500,500
2017,PARAGUAY,SALTO DEL GUAIRA,SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),BRAZIL,BRAZIL,Corn equivalents,120000,1000
2016,PARAGUAY,SALTO DEL GUAIRA,SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),BRAZIL,BRAZIL,Corn equivalents,493000,3000
2017,PARAGUAY,SALTO DEL GUAIRA,SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),BRAZIL,BRAZIL,Corn equivalents,265500,2500
2016,PARAGUAY,SALTO DEL GUAIRA,TRANSNILO IMPORT EXPORT SA,TRANSNILO IMPORT EXPORT SA,BRAZIL,BRAZIL,Corn equivalents,23827,156.8139534955
2017,PARAGUAY,SALTO DEL GUAIRA,TRANSNILO IMPORT EXPORT SA,TRANSNILO IMPORT EXPORT SA,BRAZIL,BRAZIL,Corn equivalents,10800,122.79069768
2016,PARAGUAY,SALTO DEL GUAIRA,TREXIM,TREXIM,BRAZIL,BRAZIL,Corn equivalents,2609698,15991.5
2017,PARAGUAY,SALTO DEL GUAIRA,TREXIM,TREXIM,BRAZIL,BRAZIL,Corn equivalents,290000,2000
2018,PARAGUAY,SALTO DEL GUAIRA,TREXIM,TREXIM,BRAZIL,BRAZIL,Corn equivalents,625000,4000
2017,PARAGUAY,SALTO DEL GUAIRA,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,108000,1000
2013,PARAGUAY,SALTO DEL GUAIRA,UNIGRANOS,UNIGRANOS,BRAZIL,BRAZIL,Corn equivalents,1813000,16000
2017,PARAGUAY,SALTO DEL GUAIRA,VILLA COSTA SOCIEDAD ANONIMA,VILLA COSTA SOCIEDAD ANONIMA,CHILE,CHILE,Corn equivalents,6440,56
2017,PARAGUAY,SALTO DEL GUAIRA,WENDLING SOCIEDAD ANONIMA,WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,33792,384
2013,PARAGUAY,SAN ALBERTO,ACTIVA,ACTIVA,CHILE,CHILE,Corn equivalents,21000,140
2014,PARAGUAY,SAN ALBERTO,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,470000,4000
2013,PARAGUAY,SAN ALBERTO,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,119000,1000
2013,PARAGUAY,SAN ALBERTO,AGROFORT AGROPECUARIA SA,AGROFORT AGROPECUARIA SA,BRAZIL,BRAZIL,Corn equivalents,260000,2000
2014,PARAGUAY,SAN ALBERTO,AGROFORT AGROPECUARIA SA,AGROFORT AGROPECUARIA SA,BRAZIL,BRAZIL,Corn equivalents,2235000,13750
2016,PARAGUAY,SAN ALBERTO,AGROFORT AGROPECUARIA SA,AGROFORT AGROPECUARIA SA,BRAZIL,BRAZIL,Corn equivalents,4358337,27865.58
2013,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,1769000,15000
2014,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,3021640,20210
2015,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,47000,500
2016,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,7836000,53000
2017,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,310500,3000
2018,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,1831200,11000
2014,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,2326617.12,16498.76
2015,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,1163382,11212.3
2016,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,155848,1012
2017,PARAGUAY,SAN ALBERTO,AGROFORTE GRANOS,AGROFORTE GRANOS,URUGUAY,URUGUAY,Corn equivalents,77418,506
2015,PARAGUAY,SAN ALBERTO,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,196560,520
2018,PARAGUAY,SAN ALBERTO,AGROPECUARIA BUSANELLO S.A.,AGROPECUARIA BUSANELLO S.A.,URUGUAY,URUGUAY,Corn equivalents,133578,703
2013,PARAGUAY,SAN ALBERTO,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,URUGUAY,URUGUAY,Corn equivalents,131560,1012
2014,PARAGUAY,SAN ALBERTO,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,URUGUAY,URUGUAY,Corn equivalents,328900,2530
2015,PARAGUAY,SAN ALBERTO,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,COOPERATIVA AGROPECUARIA E INDUSTRIAL RAUL PEA LTDA.,URUGUAY,URUGUAY,Corn equivalents,146820,1206
2013,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,160000,1000
2016,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,2179000,12000
2017,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,539000,4000
2018,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,1295000,8500
2013,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,1565487,10932.81
2014,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,1843076,12048
2015,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,1604726,13794
2017,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,2428488,14122
2018,PARAGUAY,SAN ALBERTO,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,1035276,5060
2014,PARAGUAY,SAN ALBERTO,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,129500,1000
2013,PARAGUAY,SAN ALBERTO,GRANOS HORIZONTE SOCIEDAD ANONIMA,GRANOS HORIZONTE SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,837000,7000
2014,PARAGUAY,SAN ALBERTO,GRANOS HORIZONTE SOCIEDAD ANONIMA,GRANOS HORIZONTE SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,465500,3000
2015,PARAGUAY,SAN ALBERTO,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,51520,376.558139552
2015,PARAGUAY,SAN ALBERTO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,302000,3000
2017,PARAGUAY,SAN ALBERTO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,695000,4000
2013,PARAGUAY,SAN ALBERTO,MATRISOJA S.A.,MATRISOJA S.A.,BRAZIL,BRAZIL,Corn equivalents,74400,600
2013,PARAGUAY,SAN ALBERTO,MSU AGROPY,MSU AGROPY,URUGUAY,URUGUAY,Corn equivalents,42000,400
2017,PARAGUAY,SAN ALBERTO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,URUGUAY,URUGUAY,Corn equivalents,48048,308
2015,PARAGUAY,SAN ALBERTO,PRODU AGRO,PRODU AGRO,URUGUAY,URUGUAY,Corn equivalents,52500,500
2018,PARAGUAY,SAN ALBERTO,SERELI SOCIEDAD ANONIMA,SERELI SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,2576112,12607
2016,PARAGUAY,SAN ALBERTO,SUL AMERICA SACI,SUL AMERICA SACI,BRAZIL,BRAZIL,Corn equivalents,1253666,7200
2017,PARAGUAY,SAN ALBERTO,SUL AMERICA SACI,SUL AMERICA SACI,URUGUAY,URUGUAY,Corn equivalents,36960,308
2018,PARAGUAY,SAN ALBERTO,SUL AMERICA SACI,SUL AMERICA SACI,URUGUAY,URUGUAY,Corn equivalents,672984,3288
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,CHILE,CHILE,Corn equivalents,14164227,61032.222
2014,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,CHILE,CHILE,Corn equivalents,2329606.97,13955.592
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,COSTA RICA,COSTA RICA,Corn equivalents,7157106,25297.282
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,11953105,44969.94
2015,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,PORTUGAL,EUROPEAN UNION,Corn equivalents,4059020,30641.052
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,PUERTO RICO,PUERTO RICO,Corn equivalents,3272476,12600
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,SPAIN,EUROPEAN UNION,Corn equivalents,16563894,62353.95
2013,PARAGUAY,SAN ANTONIO,ADM PARAGUAY,ADM,UNITED STATES,UNITED STATES,Corn equivalents,8673401,28300.054
2014,PARAGUAY,SAN ANTONIO,AGRITRADE,AGRITRADE,VENEZUELA,VENEZUELA,Corn equivalents,19529734.95,69999.05
2015,PARAGUAY,SAN ANTONIO,AGRITRADE,AGRITRADE,VENEZUELA,VENEZUELA,Corn equivalents,6550000,25000
2015,PARAGUAY,SAN ANTONIO,AGROFERTIL,AGROFERTIL,CHILE,CHILE,Corn equivalents,1608506,9470.88
2018,PARAGUAY,SAN ANTONIO,AGROFERTIL,AGROFERTIL,URUGUAY,URUGUAY,Corn equivalents,290571,1886.824
2013,PARAGUAY,SAN ANTONIO,AGRO SILOS EL PRODUCTOR,AGRO SILOS EL PRODUCTOR,CAPE VERDE,CAPE VERDE,Corn equivalents,1432430,9193.44
2013,PARAGUAY,SAN ANTONIO,AGRO SILOS EL PRODUCTOR,AGRO SILOS EL PRODUCTOR,CHILE,CHILE,Corn equivalents,1172170,5806.56
2015,PARAGUAY,SAN ANTONIO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,CHILE,CHILE,Corn equivalents,9943955,55075.118
2015,PARAGUAY,SAN ANTONIO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,SOUTH KOREA,SOUTH KOREA,Corn equivalents,6029363,48000
2016,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,ALGERIA,ALGERIA,Corn equivalents,3200443,26992.88
2015,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,CHILE,CHILE,Corn equivalents,30469614,193687.962
2015,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,1712832,14005.754
2015,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,PUERTO RICO,PUERTO RICO,Corn equivalents,1374393,11520
2015,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,482583,3848.35
2016,PARAGUAY,SAN ANTONIO,COFCO AGRI PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,2202368,14491.123
2014,PARAGUAY,SAN ANTONIO,DEKALPAR,DEKALPAR,MOROCCO,MOROCCO,Corn equivalents,1780415.96,9999.528
2014,PARAGUAY,SAN ANTONIO,HOLTKER BEATE VERONIKA,HOLTKER BEATE VERONIKA,MAURITIUS,MAURITIUS,Corn equivalents,922693.43,5388.468
2013,PARAGUAY,SAN ANTONIO II,ADM PARAGUAY,ADM,CHILE,CHILE,Corn equivalents,3070337,15274.385
2013,PARAGUAY,SAN ANTONIO II,ADM PARAGUAY,ADM,COSTA RICA,COSTA RICA,Corn equivalents,11684210,63797.577
2015,PARAGUAY,SAN ANTONIO II,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,MOROCCO,MOROCCO,Corn equivalents,1980000,14991.02
2013,PARAGUAY,SAN ANTONIO,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,CAPE VERDE,CAPE VERDE,Corn equivalents,904720,5806.56
2016,PARAGUAY,SAN ANTONIO,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,URUGUAY,URUGUAY,Corn equivalents,1535340,11426.754
2016,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,ALGERIA,ALGERIA,Corn equivalents,1400015,10800.122
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,CHILE,CHILE,Corn equivalents,4706410,29714.522
2016,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,CHILE,CHILE,Corn equivalents,353200,2000
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,4223382,26498.756
2016,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,EGYPT,EGYPT,Corn equivalents,92884,640.888
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,INDONESIA,INDONESIA,Corn equivalents,2120277,14922.212
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,ISRAEL,ISRAEL,Corn equivalents,15196362,95922.842
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,MALAYSIA,MALAYSIA,Corn equivalents,7335727,47190.94
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,MOROCCO,MOROCCO,Corn equivalents,4850068,32719.882
2017,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SENEGAL,SENEGAL,Corn equivalents,1068116,7310
2016,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SOUTH AFRICA,SOUTH AFRICA,Corn equivalents,6933483,43955.136
2015,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SOUTH KOREA,SOUTH KOREA,Corn equivalents,793800,6300
2016,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,343228,1838
2017,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,3510013,27966.515
2014,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,NIDERA,CHILE,CHILE,Corn equivalents,12279825.41,68990
2013,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,NIDERA,INDONESIA,INDONESIA,Corn equivalents,502303,2602.606
2013,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,NIDERA,MOROCCO,MOROCCO,Corn equivalents,5278079,27347.559
2013,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,NIDERA,URUGUAY,URUGUAY,Corn equivalents,3044705,20785.608
2014,PARAGUAY,SAN ANTONIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,NIDERA,URUGUAY,URUGUAY,Corn equivalents,1981975,13000
2014,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,COFCO,CHILE,CHILE,Corn equivalents,12314275.68,63763.238
2015,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,COFCO,CHILE,CHILE,Corn equivalents,5368387,32200.016
2014,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,COFCO,ECUADOR,ECUADOR,Corn equivalents,5377994.32,28312.684
2014,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,1906791.67,13299.675
2013,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,NOBLE,CHILE,CHILE,Corn equivalents,21534203,110168.744
2013,PARAGUAY,SAN ANTONIO,NOBLE PARAGUAY S.A.,NOBLE,URUGUAY,URUGUAY,Corn equivalents,1627592,9995.648
2013,PARAGUAY,SAN ANTONIO,SALTO AGUARAY,SALTO AGUARAY,CHILE,CHILE,Corn equivalents,11274,43.657
2016,PARAGUAY,SAN ANTONIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,TUNISIA,TUNISIA,Corn equivalents,1978222,14110
2017,PARAGUAY,SAN ANTONIO,SURAGRO,SURAGRO,ANGOLA,ANGOLA,Corn equivalents,945325,3826.28
2018,PARAGUAY,SAN ANTONIO,SURAGRO,SURAGRO,ANGOLA,ANGOLA,Corn equivalents,167994,479.98
2017,PARAGUAY,SAN ANTONIO,SURAGRO,SURAGRO,QATAR,QATAR,Corn equivalents,408015,1596.93
2018,PARAGUAY,SAN ANTONIO,SURAGRO,SURAGRO,QATAR,QATAR,Corn equivalents,1278138,4973.27
2013,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,CHILE,CHILE,Corn equivalents,389708,1509.035
2014,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,CHILE,CHILE,Corn equivalents,5470789.48,28873.996
2015,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,CHILE,CHILE,Corn equivalents,5101291,29883.332
2015,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,1702666,13101.35
2016,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,EGYPT,EGYPT,Corn equivalents,2464628,18825.191
2014,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,MAURITIUS,MAURITIUS,Corn equivalents,1703466.55,8295.43
2014,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,MOROCCO,MOROCCO,Corn equivalents,20132.83,113.074
2015,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,MOROCCO,MOROCCO,Corn equivalents,2199632,12185.653
2015,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,PUERTO RICO,PUERTO RICO,Corn equivalents,1209386,9234.058
2015,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,SOUTH AFRICA,SOUTH AFRICA,Corn equivalents,1415700,11166.192
2014,PARAGUAY,SAN ANTONIO,VICENTIN,VICENTIN,URUGUAY,URUGUAY,Corn equivalents,143550,870
2014,PARAGUAY,SAN CRISTOBAL,CEREALL SOCIEDAD ANONIMA,CEREALL SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,36344,308
2015,PARAGUAY,SAN CRISTOBAL,CEREALL SOCIEDAD ANONIMA,CEREALL SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,62496,504
2016,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,BRAZIL,BRAZIL,Corn equivalents,3415540,21620
2017,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,BRAZIL,BRAZIL,Corn equivalents,330000,3000
2018,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,BRAZIL,BRAZIL,Corn equivalents,321000,1500
2013,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,229740,1436
2014,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,613480,4248
2015,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,158480,1400
2016,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,166100,1160
2017,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,349107,2843.5
2018,PARAGUAY,SAN CRISTOBAL,COOPERATIVA PINDO,COOPERATIVA PINDO,URUGUAY,URUGUAY,Corn equivalents,144540,1078
2016,PARAGUAY,SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,1660420,9960
2017,PARAGUAY,SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,189000,1700
2014,PARAGUAY,SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,URUGUAY,URUGUAY,Corn equivalents,243252,2088
2013,PARAGUAY,SAN JOSE,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,JAPAN,JAPAN,Corn equivalents,26175,134.23
2017,PARAGUAY,SAN JOSE,NUTREX,NUTREX,TUNISIA,TUNISIA,Corn equivalents,78993,102.05813956346
2013,PARAGUAY,SAN JOSE,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SOUTH KOREA,SOUTH KOREA,Corn equivalents,58560,366
2013,PARAGUAY,SAN JUAN NEPONUSENO,BIO CAMPO SOCIEDAD ANONIMA,BIO CAMPO SOCIEDAD ANONIMA,CHILE,CHILE,Corn equivalents,28000,224
2014,PARAGUAY,SAN LORENZO,AGRO SILOS EL PRODUCTOR,AGRO SILOS EL PRODUCTOR,CHILE,CHILE,Corn equivalents,6847.65,41.66
2013,PARAGUAY,SAN LORENZO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,CHILE,CHILE,Corn equivalents,259744,1282.94
2015,PARAGUAY,SAN PEDRO,COFCO AGRI PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,234003,1974.708
2017,PARAGUAY,SAN PEDRO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,CHILE,CHILE,Corn equivalents,3635092,24427.437
