YEAR,COUNTRY OF PRODUCTION,BIOME,DEPARTMENT,DISTRICT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,TERRITORIAL_DEFORESTATION_RISK_HA,LAND_USE_HA,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HA,SOY_EQUIVALENT_TONNES,ZERO_DEFORESTATION_PARAGUAY_SOY,TRASE_GEOCODE
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,URUGUAY,URUGUAY,Soy bean equivalents,920199.426,0.0189628787179029,2126.05418687455,,7351.0193,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,BANGLADESH,BANGLADESH,Soy bean equivalents,3416560,2.76335502645594,3638.10184889408,0.727620369778815,10000,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,EGYPT,EGYPT,Soy bean equivalents,2836479.357,2.65706889934834,2375.20428538922,0.475040857077845,6626.823727,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,GERMANY,EUROPEAN UNION,Soy bean equivalents,2281800,1.05925273199421,1673.72890784763,0.334745781569525,5000,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,GREECE,EUROPEAN UNION,Soy bean equivalents,382318.38,0.358136319826456,320.144849015376,0.0640289698030752,893.204637,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,IRAN,IRAN,Soy bean equivalents,1653346.039,0.949483739930051,848.761523851471,0.169752304770294,2368.045999,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,ISRAEL,ISRAEL,Soy bean equivalents,2725724.917,2.419199300922,2162.56813971585,0.432513627943169,6033.568543,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,MEXICO,MEXICO,Soy bean equivalents,2698545.012,2.43025560216775,2172.45157710277,0.434490315420553,6061.143349,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,36809873.617,31.5418525129404,28195.8602113123,5.63917204226246,78666.494752,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,25179180.634,20.134249257049,26507.7953237552,5.30155906475106,72861.608676,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,TURKEY,TURKEY,Soy bean equivalents,5857107.249,4.76642720818973,6275.25145076054,1.25505029015211,17248.696467,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Soy bean equivalents,719645.25,0.199351364161309,314.995780456923,0.0629991560913847,941,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,DEKALPAR,DEKALPAR,URUGUAY,URUGUAY,Soy bean equivalents,396900,0.0015168199444296,170.060750878757,,588,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,HOSTETTLER KOHLI PEDRO,HOSTETTLER KOHLI PEDRO,BRAZIL,BRAZIL,Soy bean equivalents,8881.12,0.000803209269234568,6.20842291723509,0.00124168458344702,21.145523,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,KIMEX,KIMEX,ARGENTINA,ARGENTINA,Soy bean equivalents,1064865,0.113954514518449,880.813813482185,0.176162762696437,3000,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,LOUIS DREYFUS,LOUIS DREYFUS,TURKEY,TURKEY,Soy bean equivalents,1090494.18,0.992263406853903,887.003079510783,0.177400615902157,2474.74,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,LOUIS DREYFUS,LOUIS DREYFUS,URUGUAY,URUGUAY,Soy bean equivalents,631686.216,0.00864719570017458,969.494500100504,,3352.112484,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,URUGUAY,URUGUAY,Soy bean equivalents,585762.71,0.773959609875933,1222.93625820255,0.24458725164051,3653.328363,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,URUGUAY,URUGUAY,Soy bean equivalents,382687.998,0.140240022458069,1083.98819920486,0.216797639840974,3691.999998,NONE,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,URUGUAY,URUGUAY,Soy bean equivalents,93238.5,0.000630718497301084,70.7140367174424,,244.5,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,NUTREX,NUTREX,MYANMAR,MYANMAR,Soy bean equivalents,117454.451,0.0270155766052705,208.817466808267,0.0417634933616533,711.22,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,SUL AMERICA SACI,SUL AMERICA SACI,ARGENTINA,ARGENTINA,Soy bean equivalents,13934.9,0.00160641853846914,12.4168458344702,0.00248336916689403,42.291046,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,TRANS AGRO SA,TRANSAGRO,ARGENTINA,ARGENTINA,Soy bean equivalents,2363336,0.247357266181381,1911.95318446533,0.382390636893066,6512,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,TRANS AGRO SA,TRANSAGRO,MEXICO,MEXICO,Soy bean equivalents,216216,0.0212715093767772,164.418578516675,0.0328837157033349,560,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,TROCIUK,TROCIUK,ITALY,EUROPEAN UNION,Soy bean equivalents,1368000,1.10534201058238,1455.24073955763,0.291048147911526,4000,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,TROCIUK,TROCIUK,TURKEY,TURKEY,Soy bean equivalents,412696.41,0.305998737177085,402.863389186361,0.0805726778372722,1107.345,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,ENCARNACION,TROCIUK,TROCIUK,URUGUAY,URUGUAY,Soy bean equivalents,2676520,2.40573977109653,2150.53641071979,0.430107282143959,6000,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,ISRAEL,ISRAEL,Soy bean equivalents,6558842.645,3.72483005132407,5885.61685555772,1.17712337111154,17582.348097,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,ISRAEL,ISRAEL,Soy bean equivalents,1799845.288,0.185779434679048,1435.98604248122,0.287197208496244,4890.883932,NONE,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,ISRAEL,ISRAEL,Soy bean equivalents,6414289.64,0.0421040402153964,4720.56338681142,,16321.763,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,ITALY,EUROPEAN UNION,Soy bean equivalents,1587522.933,0.87879555074353,1388.58789119967,0.277717578239934,4148.186378,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,MEXICO,MEXICO,Soy bean equivalents,3545456.79,0.379266108307344,2931.54535030426,0.586309070060853,9984.670899,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,3150583.44,0.360068807246542,2783.15940853279,0.556631881706558,9479.277116,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,2746534.174,0.276586877660196,2137.88408033247,0.427576816066494,7281.507332,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,TUNISIA,TUNISIA,Soy bean equivalents,2046162.607,0.241826460724446,1869.20270751637,0.373840541503274,6366.394392,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,TURKEY,TURKEY,Soy bean equivalents,5690347.281,3.46459896938775,5474.42482234267,1.09488496446853,16353.977029,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,TURKEY,TURKEY,Soy bean equivalents,3705639.87,0.379225136113589,2931.22865487204,0.586245730974409,9983.592253,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,INDIA,INDIA,Soy bean equivalents,1387023.01,0.661609644880814,871.043803363217,0.174208760672643,2394.225999,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,PERU,PERU,Soy bean equivalents,2399999.999,1.2711032781812,2008.47468908241,0.401694937816481,5999.999999,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,PERU,PERU,Soy bean equivalents,13364076.359,1.58881917533788,12280.8111874884,2.45616223749767,41827.72,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,18549099.696,2.05873800811299,15913.058675645,3.182611735129,54198.941134,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,56733.144,0.0066411349436868,51.3327920382787,0.0102665584076557,174.836468,COMPANY COMMITMENT,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,4162.08,0.00599332326214193,5.3575453385698,0.00107150906771396,14.94756,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,43634.748,0.0473511296104965,62.3402460175767,0.0124680492035153,171.353768,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,1146499.76,0.130662199071415,1009.95621216418,0.201991242432836,3439.851408,COMPANY COMMITMENT,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,145843.12,0.00112765531735627,126.428921709719,,437.139114,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,99830.171,0.011664921971417,90.1642593892361,0.0180328518778472,307.09416,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,708369.811,0.488929283214214,643.70104898226,0.128740209796452,1769.332129,COMPANY COMMITMENT,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,ANGOLA,ANGOLA,Soy bean equivalents,423293.999,0.00309555089668068,347.062755738547,,1199.999996,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,CONGO DEMOCRATIC REPUBLIC OF THE,CONGO DEMOCRATIC REPUBLIC OF THE,Soy bean equivalents,178640.97,0.00102083530293528,114.452620944407,,395.730001,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,KUWAIT,KUWAIT,Soy bean equivalents,58670.101,0.0436115534816654,68.9107665939024,0.0137821533187805,205.86,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,1519538.9,0.933845682759798,1475.57279532448,0.295114559064895,4408.040001,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,MARIANO ROQUE ALONSO,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,NEPAL,NEPAL,Soy bean equivalents,1143417.799,0.730560253951862,1154.36078570381,0.230872157140761,3448.470001,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,MBARACAYU,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,692.024,8.7841622607674e-06,0.98485073023529,,3.405208,COMPANY COMMITMENT,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NARANJAL,SUL AMERICA SACI,SUL AMERICA SACI,BRAZIL,BRAZIL,Soy bean equivalents,343000,0.211850546398841,334.745781569525,0.0669491563139051,1000,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,Soy bean equivalents,79144395.346,0.5226386122033,58596.4834889801,,202602.494188,COMPANY COMMITMENT,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,COLOMBIA,COLOMBIA,Soy bean equivalents,2369484.535,1.85717327491581,1660.16241519828,0.332032483039657,4631.855774,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,EGYPT,EGYPT,Soy bean equivalents,10734545.2,7.59780733994775,10002.9119191593,2.00058238383186,27494.865,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,EGYPT,EGYPT,Soy bean equivalents,8216906.264,0.866729207547813,6699.40161460635,1.33988032292127,22817.767542,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,FRANCE,EUROPEAN UNION,Soy bean equivalents,30107611.886,21.9171221847747,28855.0410567875,5.77100821135751,79313.450407,COMPANY COMMITMENT,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,GREECE,EUROPEAN UNION,Soy bean equivalents,7624999.799,5.89767204882897,5272.04090478587,1.05440818095717,14709.002494,COMPANY COMMITMENT,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,Soy bean equivalents,7624999.799,5.89767204842801,5272.04090442745,1.05440818088549,14709.002493,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,Soy bean equivalents,5337378.5,0.571161421992462,4414.80420802143,0.882960841604286,15036.563257,COMPANY COMMITMENT,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ITALY,EUROPEAN UNION,Soy bean equivalents,13170689.653,8.03500456691727,12696.1385249566,2.53922770499132,37927.702824,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,LEBANON,LEBANON,Soy bean equivalents,2433269.736,0.256664233399551,1983.89158306263,0.396778316612526,6757.017951,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,MEXICO,MEXICO,Soy bean equivalents,5982128.276,4.24871717091141,5593.65902930868,1.11873180586174,15375.212849,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,6404001.338,4.70648945680867,6196.34025692903,1.2392680513858,17031.794365,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,15153528.629,1.56045093034657,12061.5382419786,2.41230764839572,41080.889255,COMPANY COMMITMENT,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Soy bean equivalents,12119010.174,0.0824781310351083,9247.17066545536,,31972.905701,COMPANY COMMITMENT,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,33978373.357,21.2290473749947,33544.0912299574,6.7088182459915,100207.659295,COMPANY COMMITMENT,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,11619425.319,5.79632100036035,9158.78687346209,1.83175737469242,27360.425068,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,12055019.986,1.18639679928794,9170.27897929119,1.83405579585824,31233.430399,COMPANY COMMITMENT,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,SPAIN,EUROPEAN UNION,Soy bean equivalents,1851450.56,0.952201429287612,1504.57677394144,0.300915354788289,4494.684793,COMPANY COMMITMENT,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,TURKEY,TURKEY,Soy bean equivalents,7560286.179,5.46936841278437,7200.71042060543,1.44014208412109,19792.492678,COMPANY COMMITMENT,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,TURKEY,TURKEY,Soy bean equivalents,39369319.945,3.96417223819553,30641.1525789959,6.12823051579918,104361.962006,COMPANY COMMITMENT,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Soy bean equivalents,24664478.381,17.2479498418241,15418.2695031079,3.08365390062159,43016.996391,COMPANY COMMITMENT,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,TURKEY,TURKEY,Soy bean equivalents,13779597.5,0.103824983790813,11640.5080037896,,40248.08,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,COFCO AGRI PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Soy bean equivalents,7738000,6.63205206349426,8731.44443734578,1.74628888746916,24000,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,COFCO AGRI PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Soy bean equivalents,3032000,2.11850546398841,3347.45781569525,0.669491563139051,10000,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,ISRAEL,ISRAEL,Soy bean equivalents,5860007.63,4.4212530867604,5820.81161319361,1.16416232263872,15999.584,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,NATALIO,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,TURKEY,TURKEY,Soy bean equivalents,3362917.69,2.10642786433821,3328.37395868798,0.665674791737595,9942.99,NONE,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,INDIA,INDIA,Soy bean equivalents,2164557.968,0.927583889837131,829.184832481953,0.165836966496391,2313.426999,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Soy bean equivalents,9372981.998,7.16068443107455,6401.07162865799,1.2802143257316,17859.000006,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Soy bean equivalents,9239456.583,6.67714172027622,8790.80733575512,1.75816146715102,24163.169974,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Soy bean equivalents,1046291.003,0.663833686505217,1048.92590554387,0.209785181108774,3133.499997,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,TRANS AGRO SA,TRANSAGRO,MYANMAR,MYANMAR,Soy bean equivalents,228615.35,0.157258779097324,248.485141116874,0.0496970282233749,742.31,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,TRANS AGRO SA,TRANSAGRO,OMAN,OMAN,Soy bean equivalents,700884.469,0.393853469739251,622.329230643213,0.124465846128642,1859.110002,NONE,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,TRANS AGRO SA,TRANSAGRO,URUGUAY,URUGUAY,Soy bean equivalents,1047423.998,0.549540316934893,868.330556721857,0.173666111344372,2593.999998,NONE,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,TRANS AGRO SA,TRANSAGRO,URUGUAY,URUGUAY,Soy bean equivalents,1344324.006,0.141303597812953,1092.20912724989,0.218441825449977,3719.999995,NONE,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,OBLIGADO,TRANS AGRO SA,TRANSAGRO,URUGUAY,URUGUAY,Soy bean equivalents,1256200.007,0.00851276501230514,954.422583486945,,3300.000007,NONE,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,MALAYSIA,MALAYSIA,Soy bean equivalents,453655.58,0.336200825938736,442.626023343849,0.0885252046687698,1216.64,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,NEPAL,NEPAL,Soy bean equivalents,200816.15,0.13956877232121,183.749610082093,0.0367499220164186,505.07,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,NUTREX,NUTREX,ANGOLA,ANGOLA,Soy bean equivalents,397809.6,0.00213791643766143,239.696000860183,,828.77,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,BANGLADESH,BANGLADESH,Soy bean equivalents,491815.378,0.0702313068048806,542.854361093601,0.10857087221872,1848.929999,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,INDONESIA,INDONESIA,Soy bean equivalents,199043.999,0.00132334801274215,148.369328572793,,513,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,KUWAIT,KUWAIT,Soy bean equivalents,532180.679,0.00343268993590622,384.861650967867,,1330.693,,PY-07
2014,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,458850.001,0.421004460342849,376.343872234387,0.0752687744468773,1050.000001,,PY-07
2015,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,1284959.719,0.928821654571062,1222.84243118832,0.244568486237663,3361.209999,,PY-07
2017,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,2482291.326,0.335484749794941,2593.13642009469,0.518627284018936,8832.070003,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,MYANMAR,MYANMAR,Soy bean equivalents,487753.948,0.00392477161137084,440.032193477222,,1521.450002,,PY-07
2016,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,OMAN,OMAN,Soy bean equivalents,220573.2,0.132728604329802,209.724927068939,0.0419449854137878,626.52,,PY-07
2018,PARAGUAY,MATA ATLANTICA,ITAPUA,PILAR,OLEAGINOSA RAATZ,OLEAGINOSA RAATZ,OMAN,OMAN,Soy bean equivalents,1079241.821,0.00788524523030428,884.06717597121,,3056.739999,,PY-07
