YEAR,COUNTRY OF PRODUCTION,BIOME,DEPARTMENT,DISTRICT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,TERRITORIAL_DEFORESTATION_RISK_HA,LAND_USE_HA,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HA,SOY_EQUIVALENT_TONNES,ZERO_DEFORESTATION_PARAGUAY_SOY,TRASE_GEOCODE
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,345689.348,0.0738507628558213,298.323076581248,,958.906692,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,1330397.585,4.33583048937112,1369.95180760193,1.09596144608155,4337.769433,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,ADM PARAGUAY,ADM,TURKEY,TURKEY,Soy bean equivalents,3296682.594,103.948742637506,3452.09829043967,20.712589742638,9587.201764,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,GERMANY,EUROPEAN UNION,Soy bean equivalents,452013.299,15.948109604511,529.630667043902,3.17778400226341,1470.895565,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,GREECE,EUROPEAN UNION,Soy bean equivalents,3628533.125,128.324951580171,3722.90452516803,43.9302733969827,9513.16446,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,GREECE,EUROPEAN UNION,Soy bean equivalents,228826.485,7.07901389342676,235.09136464225,1.4105481878535,652.89808,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,ISRAEL,ISRAEL,Soy bean equivalents,1340647.156,48.9703318732812,1420.70476462342,16.7643162225563,3630.337008,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,ITALY,EUROPEAN UNION,Soy bean equivalents,2054454.238,74.0848996649456,2149.31706431957,25.3619413589709,5492.165209,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,ITALY,EUROPEAN UNION,Soy bean equivalents,697220.503,19.6015816805751,650.961088056606,3.90576652833964,1807.855619,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,211907.652,0.648678321004185,204.956822133691,0.163965457706953,648.968404,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,NIGERIA,NIGERIA,Soy bean equivalents,61124.221,1.93447885084911,53.0020269230769,0.784429998461538,137.80527,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,NIGERIA,NIGERIA,Soy bean equivalents,865138.166,30.3867187488182,881.565520516149,10.4024731420906,2252.670656,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,210084.016,6.01992092553639,164.937451153846,2.44107427707692,428.837373,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,2015969.411,5.82564964890682,1840.67603347036,1.47254082677629,5828.254826,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,SOUTH AFRICA,SOUTH AFRICA,Soy bean equivalents,931141.349,29.5856841247021,982.529340874604,5.89517604524762,2728.690274,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO AGRI PARAGUAY S.A.,COFCO,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,1002757.507,31.4669629162488,1045.0058955241,6.27003537314461,2902.200784,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,Soy bean equivalents,92356.435,0.265355814313544,83.8419948306717,0.0670735958645374,265.474479,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,Soy bean equivalents,104489.183,0.0211056328807993,85.2570385289946,,274.04365,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1028724.573,2.94566911378845,930.715519650534,0.744572415720427,2946.98639,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,996440.833,3.04724064493129,962.808126368239,0.770246501094591,3048.603343,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,923185.586,2.3942630725129,756.492909975212,0.60519432798017,2395.333765,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,139516.54,0.029220244931773,118.036334756927,,379.406892,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,SPAIN,EUROPEAN UNION,Soy bean equivalents,828643.069,2.36460613382389,747.12248443285,0.59769798754628,2365.663564,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,Soy bean equivalents,4262433.897,0.883554208222397,3569.15215944092,,11472.407464,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,ANTEQUERA,LOUIS DREYFUS,LOUIS DREYFUS,MEXICO,MEXICO,Soy bean equivalents,54511.702,1.42504899019063,39.0443580769231,0.577856499538462,101.515331,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,ADM PARAGUAY,ADM,ANGOLA,ANGOLA,Soy bean equivalents,157050.816,0.0281626869765022,113.764287581256,,365.675153,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,ADM PARAGUAY,ADM,GHANA,GHANA,Soy bean equivalents,1193.525,0.00334480423422325,1.05682651062619,0.000845461208500955,3.3463,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,16113.623,0.0519518755977082,16.4147482374741,0.0131317985899793,51.975108,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,6186.922,0.0190234928684628,6.01067511885895,0.00480854009508716,19.032,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,ADM PARAGUAY,ADM,SURINAME,SURINAME,Soy bean equivalents,520.595,0.00142674497273355,0.450795264984355,0.000360636211987484,1.427383,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,CONTIPARAGUAY,CONTIPARAGUAY,BANGLADESH,BANGLADESH,Soy bean equivalents,799836.977,14.3343483745377,392.741186153846,5.81256955507692,1021.127084,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,CONTIPARAGUAY,CONTIPARAGUAY,JAPAN,JAPAN,Soy bean equivalents,2465.283,0.242997272276795,8.06984718548739,0.0484190831129244,22.41166,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,CONTIPARAGUAY,CONTIPARAGUAY,MYANMAR,MYANMAR,Soy bean equivalents,169029.545,5.83660554825275,193.831455040845,1.16298873024507,538.310648,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,JAPAN,JAPAN,Soy bean equivalents,629.549,0.0342423810978741,0.99342422476707,0.0117224058522514,2.538504,NONE,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,NUTREX,NUTREX,ANGOLA,ANGOLA,Soy bean equivalents,159057.4,0.0260636153383598,105.285004702654,,338.42,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,NUTREX,NUTREX,CAMEROON,CAMEROON,Soy bean equivalents,92535.586,0.00787478720384847,31.8105142754059,,102.249264,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,NUTREX,NUTREX,GHANA,GHANA,Soy bean equivalents,474344.64,0.0790734446551644,319.420306212128,,1026.72,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,NUTREX,NUTREX,KUWAIT,KUWAIT,Soy bean equivalents,7945.437,0.000714028615107082,2.88434682308772,,9.271222,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,ASUNCION,TRANS AGRO SA,TRANSAGRO,BANGLADESH,BANGLADESH,Soy bean equivalents,521717.5,20.4943096619983,680.608245495014,4.08364947297008,1890.192,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAAGUAZU,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,BRAZIL,BRAZIL,Soy bean equivalents,4455.168,0.0489360012690479,15.4618506326954,0.0123694805061563,48.957885,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAPIATA,CONTIPARAGUAY,CONTIPARAGUAY,BRAZIL,BRAZIL,Soy bean equivalents,55008.662,5.01668904394562,166.602339122701,0.999614034736206,462.689676,,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAPIATA,CONTIPARAGUAY,CONTIPARAGUAY,BRAZIL,BRAZIL,Soy bean equivalents,45082.05,0.530140019245561,167.503383591206,0.134002706872965,530.377093,,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAPIATA,CONTIPARAGUAY,CONTIPARAGUAY,URUGUAY,URUGUAY,Soy bean equivalents,205256.23,6.07110089865947,166.339711153846,2.46182772507692,432.483249,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAPIATA,CONTIPARAGUAY,CONTIPARAGUAY,URUGUAY,URUGUAY,Soy bean equivalents,25793.012,0.958476662009981,27.8068844626494,0.328121236659263,71.05513,,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,CAPIATA,CONTIPARAGUAY,CONTIPARAGUAY,URUGUAY,URUGUAY,Soy bean equivalents,2204.737,0.0228368005922224,7.21553029525783,0.00577242423620627,22.847013,,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,CIUDAD DEL ESTE,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Soy bean equivalents,834.239,0.00833866302637247,2.63468936665448,0.00210775149332358,8.342392,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,CIUDAD DEL ESTE,CONTIPARAGUAY,CONTIPARAGUAY,BRAZIL,BRAZIL,Soy bean equivalents,6935.7,0.0815600031146329,25.7697513703117,0.0206158010962493,81.596476,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,CONCEPCION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,Soy bean equivalents,2857079.44,0.578729104634118,2337.79910085184,,7514.441149,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,ENCARNACION,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,URUGUAY,URUGUAY,Soy bean equivalents,17841.901,0.19416202252428,61.347558299809,0.0490780466398472,194.24885,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,2910.073,0.0089640633530822,2.83229125864521,0.00226583300691617,8.968072,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,ITALY,EUROPEAN UNION,Soy bean equivalents,789608.921,24.9900786189734,684.693357692308,10.1334616938462,1780.20273,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MALAYSIA,MALAYSIA,Soy bean equivalents,1069357.342,25.0507348878115,686.355255,10.158057774,1784.523663,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,58808.627,0.176365066159941,55.7244204486164,0.0445795363588931,176.443935,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,86110.018,0.0198776958814006,80.2967384678601,,258.099644,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,5120.695,0.0157450649513593,4.97482091234914,0.00397985672987931,15.752106,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,TAIWAN,TAIWAN,Soy bean equivalents,168503.905,4.48769518059112,122.956599230769,1.81975766861538,319.687158,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,ANDRADA PASMOR AGUSTIN ROBERTO MARIA,ANDRADA PASMOR AGUSTIN ROBERTO MARIA,JAPAN,JAPAN,Soy bean equivalents,24079.531,3.08585796894828,89.5254933289103,1.05640082128114,228.765131,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,BANGLADESH,BANGLADESH,Soy bean equivalents,22975.788,0.853317308544149,24.7560496245228,0.29212138556937,63.25931,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,BANGLADESH,BANGLADESH,Soy bean equivalents,51586.349,1.78128134906239,59.1556775374757,0.354934065224854,164.287737,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,MYANMAR,MYANMAR,Soy bean equivalents,166622.466,6.27692988214354,182.103405258603,2.14882018205152,465.330129,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,NEPAL,NEPAL,Soy bean equivalents,132686.82,5.23344641706176,151.830342489015,1.79159804137037,387.973156,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,NEPAL,NEPAL,Soy bean equivalents,68979.494,2.38186822609258,79.1009397777943,0.474605638666766,219.679918,,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,CONTIPARAGUAY,CONTIPARAGUAY,URUGUAY,URUGUAY,Soy bean equivalents,5283.339,0.0440081459607461,13.9048422801414,0.0111238738241131,44.027826,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,LOUIS DREYFUS,LOUIS DREYFUS,ITALY,EUROPEAN UNION,Soy bean equivalents,439277.321,14.8403590885667,430.541678181941,5.0803918025469,1100.166218,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,NUTREX,NUTREX,JAPAN,JAPAN,Soy bean equivalents,6718.92,0.697175723036894,20.2261416986375,0.238668472043923,51.684004,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,TRANS AGRO SA,TRANSAGRO,BANGLADESH,BANGLADESH,Soy bean equivalents,317393.9,12.3735108017434,410.919597501928,2.46551758501157,1141.21,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,MARIANO ROQUE ALONSO,TRANS AGRO SA,TRANSAGRO,MYANMAR,MYANMAR,Soy bean equivalents,145962.95,4.94872124643365,164.345154363726,0.986070926182355,456.421,NONE,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,MBARACAYU,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,408.591,0.000154842458485591,0.625492233452056,,2.010534,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,BRAZIL,BRAZIL,Soy bean equivalents,13898.011,0.141694326596692,44.7698311370637,0.0358158649096509,141.757691,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,URUGUAY,URUGUAY,Soy bean equivalents,3417.861,0.0416425718238043,13.1574139448169,0.0105259311558535,41.661194,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,MINGA GUAZU,DE GOES ADALCIR,DE GOES ADALCIR,BRAZIL,BRAZIL,Soy bean equivalents,3970.485,0.03425520138811,10.8232956007965,0.00865863648063716,34.27052,,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Soy bean equivalents,3059794.306,89.8017989008995,2460.44424884615,36.4145748829231,6397.155047,,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,DENMARK,EUROPEAN UNION,Soy bean equivalents,202934.823,6.22134222255138,170.456114230769,2.52275049061538,443.185897,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,INDONESIA,INDONESIA,Soy bean equivalents,1067979.263,30.4574051938586,834.490493076923,12.3504592975385,2169.675282,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,ITALY,EUROPEAN UNION,Soy bean equivalents,2132582.068,65.902849270989,1805.64630615385,26.7235653310769,4694.680396,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1100171.371,33.0144934918427,904.551151923077,13.3873570484615,2351.832995,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,PERU,PERU,Soy bean equivalents,343786.059,10.7318153293389,294.036796923077,4.35174459446154,764.495672,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,BUNGE PARAGUAY SA,BUNGE,THAILAND,THAILAND,Soy bean equivalents,1356339.327,39.4294672275641,1080.3125,15.988625,2808.8125,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,CONTIPARAGUAY,CONTIPARAGUAY,MYANMAR,MYANMAR,Soy bean equivalents,34201.922,1.18099549093352,39.2204120206221,0.235322472123733,108.923319,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,NUTREX,NUTREX,MYANMAR,MYANMAR,Soy bean equivalents,318326.76,0.0583693440954716,235.785273370646,,757.89,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,SURAGRO,SURAGRO,CONGO,CONGO,Soy bean equivalents,128593.16,0.0307631065266664,124.268785173536,,399.44,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,SURAGRO,SURAGRO,OMAN,OMAN,Soy bean equivalents,383446.47,0.0768045654285582,310.255078865812,,997.26,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN ANTONIO,SURAGRO,SURAGRO,QATAR,QATAR,Soy bean equivalents,190039.32,0.028038295018271,113.26180134758,,364.06,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,Soy bean equivalents,3054968.724,109.026474928393,3163.02598891261,37.3237066691688,8082.502847,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,Soy bean equivalents,5812099.811,147.000560528021,4881.83282276047,29.2909969365628,13557.874751,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,Soy bean equivalents,1115341.126,3.23742988404787,1022.90044145134,0.818320353161071,3238.877633,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,Soy bean equivalents,4950648.236,1.12653888463065,4550.69836729428,,14627.413902,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,COLOMBIA,COLOMBIA,Soy bean equivalents,1701136.338,43.9175405857114,1203.27946076923,17.8085360193846,3128.526598,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ECUADOR,ECUADOR,Soy bean equivalents,1242112.344,44.3739196743895,1287.35576613109,15.1907980403469,3289.589362,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,SAN LORENZO,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ECUADOR,ECUADOR,Soy bean equivalents,106255.2,2.60218767134745,86.4176649349925,0.518505989609955,240,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLA DEL ROSARIO,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,5034.133,0.0162315424031046,5.12852864285424,0.00410282291428339,16.238801,COMPANY COMMITMENT,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLA HAYES,CONTIPARAGUAY,CONTIPARAGUAY,URUGUAY,URUGUAY,Soy bean equivalents,3551.589,0.134746993548718,3.69188,0.054639824,9.598888,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLA HAYES,MERCO RICE SOCIEDAD ANONIMA,MERCO RICE,CHILE,CHILE,Soy bean equivalents,28800,0.0184837411536149,74.6658032286415,,240,,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLA HAYES,VILLA CAMPO SOCIEDAD ANONIMA,VILLA CAMPO,CHILE,CHILE,Soy bean equivalents,4900,0.00215643646792174,8.71101037667484,,28,,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,151330.08,0.496058550165956,156.734980563046,0.125387984450437,496.280383,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,Soy bean equivalents,859225.048,0.184306826504464,744.514713071836,,2393.11068,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,185323.018,0.266837230837661,84.310064154415,0.067448051323532,266.956558,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,BANGLADESH,BANGLADESH,Soy bean equivalents,1033668.243,0.128565962203617,519.347287760458,,1669.349872,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Soy bean equivalents,1220.963,0.0137235469556666,4.33610077808932,0.00346888062247145,13.729684,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,606639.493,1.69514618217433,535.599484830428,0.428479587864342,1695.904236,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,1834789.805,0.402080395685046,1624.21965644345,,5220.766411,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,383088.179,1.21657594339591,384.390122451948,0.307512097961559,1217.119985,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,Soy bean equivalents,3206805.973,0.748775750330728,3024.70924970936,,9722.39216,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,ECUADOR,ECUADOR,Soy bean equivalents,110465.021,0.281463246217725,88.931309439961,0.0711450475519688,281.589114,COMPANY COMMITMENT,PY-01
