YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,9221925.31,3600
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,10997500,5000
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,4877143.11,1875
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,2319500,1050
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,8444819.1,3000
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cocoa equivalents,227000,100
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Cocoa equivalents,3671086.73,1250
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,1296000,600
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cocoa equivalents,870271.74,300
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,GERMANY,EUROPEAN UNION,Cocoa equivalents,2475500,1100
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,GERMANY,EUROPEAN UNION,Cocoa equivalents,4465179.61,1650
2018,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3617000,1500
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,5420477.88,1850
2019,GHANA,CEPS TAKORADI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WAWEL SA,WAWEL SA,POLAND,EUROPEAN UNION,Cocoa equivalents,3428044.51,1140.096618
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,BARRY CALLEBAUT,BARRY CALLEBAUT,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2937682,1545.6521736
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,1002765.4,549.56521728
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,2293742.31,1098.5507244
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZIL,BRAZIL,Cocoa equivalents,78000,103.04347824
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,COCOAPROM OU,COCOAPROM OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,513405.23,159.61352652
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,CONFITERA CO LTD,CONFITERA CO LTD,JAPAN,JAPAN,Cocoa equivalents,107000,68.69565216
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,CONFITERA CO LTD,CONFITERA CO LTD,JAPAN,JAPAN,Cocoa equivalents,2078955.45,926.83735486956
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,DAARHOUWER & CO. BV,DAARHOUWER & CO. BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,683382.44,274.20289848
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,INDCRESA,INDCRESA,SPAIN,EUROPEAN UNION,Cocoa equivalents,2658105.8,4259.13043392
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,INDCRESA,INDCRESA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1439844.14,1978.30917828
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,MONER COCOA,MONER COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1300000,2232.6086952
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,MONER COCOA,MONER COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,511233.97,456.0386472
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,"NATRA CACAO, S.L","NATRA CACAO, S.L",SPAIN,EUROPEAN UNION,Cocoa equivalents,1437224.52,721.30434768
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1147311.68,343.4782608
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,65470.2,103.04347824
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,1448846.5,1231.30434744
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,807039.4,274.78260864
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,2875285.91,789.99999984
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,POBEDA CONFECTIONERY LTD,POBEDA CONFECTIONERY LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,804142,515.2173912
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,POBEDA CONFECTIONERY LTD,POBEDA CONFECTIONERY LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,713456.69,274.20289848
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,SB TRADE COMERCIO EXTERIOR LTDA,SB TRADE COMERCIO EXTERIOR LTDA,BRAZIL,BRAZIL,Cocoa equivalents,182000,240.43478256
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,SEVILLE PRODUCTS LLC,SEVILLE PRODUCTS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,15390.55,8.58695652
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,SEVILLE PRODUCTS LLC,SEVILLE PRODUCTS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,81237.79,22.80193236
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,SMC FOOD,SMC FOOD,THAILAND,THAILAND,Cocoa equivalents,215455.98,68.40579708
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDERAHCOF INDUSTRIAL DEVELOPM,TO ORDERAHCOF INDUSTRIAL DEVELOPM,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,133321.6,68.69565216
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDERALTINMARKA GIDA SAN. VE T,TO ORDERALTINMARKA GIDA SAN. VE T,TURKEY,TURKEY,Cocoa equivalents,155122.88,343.4782608
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDERANHUI IMPORT AND EXPORT C,TO ORDERANHUI IMPORT AND EXPORT C,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,343389.36,114.0096618
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER OF PROMOL LTDA,TO ORDER OF PROMOL LTDA,URUGUAY,URUGUAY,Cocoa equivalents,62751.6,137.39130432
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,ALGERIA,ALGERIA,Cocoa equivalents,2057648.6,857.2463766
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,BULGARIA,EUROPEAN UNION,Cocoa equivalents,299040.03,515.2173912
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,164570.4,103.04347824
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,560854.88,182.41545888
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,ESTONIA,EUROPEAN UNION,Cocoa equivalents,298774,171.7391304
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,ESTONIA,EUROPEAN UNION,Cocoa equivalents,813704.65,377.5362318
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,GERMANY,EUROPEAN UNION,Cocoa equivalents,1696334.4,515.2173912
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,GERMANY,EUROPEAN UNION,Cocoa equivalents,445807.02,136.81159416
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,JAPAN,JAPAN,Cocoa equivalents,69640.96,22.80193236
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,315832.8,103.04347824
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1917414.61,515.2173912
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,218391.65,285.7487922
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,SINGAPORE,SINGAPORE,Cocoa equivalents,150421.54,45.62666665236
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,SPAIN,EUROPEAN UNION,Cocoa equivalents,2233404,1957.82608656
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,UNITED STATES,UNITED STATES,Cocoa equivalents,489180,309.13043472
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO ORDER,TO ORDER,UNITED STATES,UNITED STATES,Cocoa equivalents,68578.42,34.34782608
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF HERSHEY TRADING GMB,TO THE ORDER OF HERSHEY TRADING GMB,UNITED STATES,UNITED STATES,Cocoa equivalents,3740527.8,2301.30434736
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF HERSHEY TRADING GMB,TO THE ORDER OF HERSHEY TRADING GMB,UNITED STATES,UNITED STATES,Cocoa equivalents,8211864.27,3669.71014404
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF THEOBROMA BV,TO THE ORDER OF THEOBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,8531288.2,2576.086956
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF THEOBROMA BV,TO THE ORDER OF THEOBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,1499427.93,429.347826
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF THEOBROMA BV,TO THE ORDER OF THEOBROMA BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7742903,4671.30434688
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF THEOBROMA BV,TO THE ORDER OF THEOBROMA BV,SPAIN,EUROPEAN UNION,Cocoa equivalents,441792,961.73913024
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF,TO THE ORDER OF,GERMANY,EUROPEAN UNION,Cocoa equivalents,526388,171.7391304
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF,TO THE ORDER OF,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8651278.8,2782.17391248
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF,TO THE ORDER OF,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10900568.8,3022.60869504
2018,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF,TO THE ORDER OF,UNITED STATES,UNITED STATES,Cocoa equivalents,2489122.6,858.695652
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF WALTER MATTER SA,TO THE ORDER OF WALTER MATTER SA,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,146195.08,45.60386472
2019,GHANA,CEPS TAKORADI,PLOT ENTERPRISE (GHANA) LIMITED,PLOT ENTERPRISE (GHANA) LIMITED,TO THE ORDER OF WALTER MATTER SA,TO THE ORDER OF WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1088959.28,342.0289854
2018,GHANA,CEPS TAKORADI,WEST AFRICAN MILLS COMPANY LIMITED,WEST AFRICAN MILLS COMPANY LIMITED,DROSTE BV,DROSTE BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,169941.69,68.40579708
2018,GHANA,CEPS TAKORADI,WEST AFRICAN MILLS COMPANY LIMITED,WEST AFRICAN MILLS COMPANY LIMITED,WAWEL SA,WAWEL SA,POLAND,EUROPEAN UNION,Cocoa equivalents,103666.26,45.60386472
2019,GHANA,CEPS TEMA,ALMIGHTY FOODS LIMITED,ALMIGHTY FOODS LIMITED,EMMANUEL'S GROCERIES,EMMANUEL'S GROCERIES,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,38.32,0.232
2019,GHANA,CEPS TEMA,ALMIGHTY FOODS LIMITED,ALMIGHTY FOODS LIMITED,REBECCA AMOAH,REBECCA AMOAH,UNITED STATES,UNITED STATES,Cocoa equivalents,222.84,0.4878249999012
2019,GHANA,CEPS TEMA,ALMIGHTY FOODS LIMITED,ALMIGHTY FOODS LIMITED,THE WILATTA GROUP,THE WILATTA GROUP,UNITED STATES,UNITED STATES,Cocoa equivalents,286.97,0.86734782592
2018,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,COFIESA OU,COFIESA OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2600,22.80193236
2018,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,FRALIA IMPERIAL FAB DE DERIV DO CAC,FRALIA IMPERIAL FAB DE DERIV DO CAC,BRAZIL,BRAZIL,Cocoa equivalents,123760,1085.371980336
2019,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,FRALIA IMPERIAL FAB DE DERIV DO CAC,FRALIA IMPERIAL FAB DE DERIV DO CAC,BRAZIL,BRAZIL,Cocoa equivalents,32423.02,255.381642432
2018,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,IMPERIAL INDUSTRIAL LTDA JCNPJ (N,IMPERIAL INDUSTRIAL LTDA JCNPJ (N,BRAZIL,BRAZIL,Cocoa equivalents,14560,127.690821216
2019,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,KANY CORPORATION,KANY CORPORATION,BULGARIA,EUROPEAN UNION,Cocoa equivalents,336113.57,2542.78028905776
2018,GHANA,CEPS TEMA,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,P.P.H.U BRACIA CYBA SP .J,P.P.H.U BRACIA CYBA SP .J,POLAND,EUROPEAN UNION,Cocoa equivalents,2730,23.942028978
2019,GHANA,CEPS TEMA,"AMPOFO COMMODITIES, EXPORT & IMPORT","AMPOFO COMMODITIES, EXPORT & IMPORT",A & S INC,A & S INC,UNITED STATES,UNITED STATES,Cocoa equivalents,14848.43,19.32065217
2018,GHANA,CEPS TEMA,ANGELWOOD GHANA LIMITED,ANGELWOOD GHANA LIMITED,AFRICAN CARIBBEAN,AFRICAN CARIBBEAN,CANADA,CANADA,Cocoa equivalents,220,1.4463010866636
2019,GHANA,CEPS TEMA,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,FRALIA IMPERIAL FAB DE DERIV DO CAC,FRALIA IMPERIAL FAB DE DERIV DO CAC,BRAZIL,BRAZIL,Cocoa equivalents,12610.39,111.81
2018,GHANA,CEPS TEMA,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,TIRYAKI AGRO GIDA SAN VE TIC AS,TIRYAKI AGRO GIDA SAN VE TIC AS,TURKEY,TURKEY,Cocoa equivalents,96288.31,1255.63
2019,GHANA,CEPS TEMA,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,TIRYAKI AGRO GIDA SAN VE TIC AS,TIRYAKI AGRO GIDA SAN VE TIC AS,TURKEY,TURKEY,Cocoa equivalents,151758.4,1293.27
2018,GHANA,CEPS TEMA,ASE-BEAT VENTURES,ASE-BEAT VENTURES,BROWNET FOODS,BROWNET FOODS,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,39.06,1.717391304
2019,GHANA,CEPS TEMA,ASE-BEAT VENTURES,ASE-BEAT VENTURES,BROWNET FOODS,BROWNET FOODS,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,26.07,1.90821065178744
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,ALBERT EINSTEIN,ALBERT EINSTEIN,SPAIN,EUROPEAN UNION,Cocoa equivalents,254894.38,70.927690799016
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,AMD,AMD,TAIWAN,TAIWAN,Cocoa equivalents,75831.84,23.942028978
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,AUSTRALIA,AUSTRALIA,Cocoa equivalents,191124.15,53.8125603696
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,20387334.57,6305.05853638787
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,21948066.17,5739.2649750088
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BRAZIL,BRAZIL,Cocoa equivalents,86664.96,27.362318832
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,346659.84,109.449275328
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,1621040.18,433.23671484
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,793291.98,261.70289847
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,2265434.22,625.913043282
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2878400.49,882.434782332
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,ESTONIA,EUROPEAN UNION,Cocoa equivalents,3447560.43,906.37681131
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,FRANCE,EUROPEAN UNION,Cocoa equivalents,73682145.05,23338.3794470533
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,FRANCE,EUROPEAN UNION,Cocoa equivalents,100504957.2,27700.0642990037
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,22582222.68,6555.3275341764
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,18211683.44,4806.647341488
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,INDONESIA,INDONESIA,Cocoa equivalents,1921073.28,606.531400776
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,INDONESIA,INDONESIA,Cocoa equivalents,905326.85,250.82125596
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,JAPAN,JAPAN,Cocoa equivalents,89819.74,23.942028978
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,MALAYSIA,MALAYSIA,Cocoa equivalents,1873000.2,592.85024136
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,MALAYSIA,MALAYSIA,Cocoa equivalents,12384243.18,3297.120771982
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,MEXICO,MEXICO,Cocoa equivalents,678149.76,218.898550656
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,MEXICO,MEXICO,Cocoa equivalents,1266462.92,355.710144816
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3688116.73,1077.69913009686
2019,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1570805.74,246.260869488
2018,GHANA,CEPS TEMA,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,POLAND,EUROPEAN UNION,Cocoa equivalents,19291986.84,6170.202896616
