YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COTTON_EQUIVALENT_TONNES
2013,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,THAILAND,THAILAND,Cotton equivalents,303265.27,221.43
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,THAILAND,THAILAND,Cotton equivalents,793910.78,661.28
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,THAILAND,THAILAND,Cotton equivalents,190699.76,127.35
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,THAILAND,THAILAND,Cotton equivalents,1067150.02,649.9
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TURKEY,TURKEY,Cotton equivalents,398372.33,383.72
2015,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TURKEY,TURKEY,Cotton equivalents,24534.24,25.88
2016,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TURKEY,TURKEY,Cotton equivalents,206912.62,162.83
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TURKEY,TURKEY,Cotton equivalents,578873.33,390.620889962535
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,TURKEY,TURKEY,Cotton equivalents,819679.31,510.65
2014,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,VIETNAM,VIETNAM,Cotton equivalents,183951.45,151.65
2017,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,VIETNAM,VIETNAM,Cotton equivalents,110308.54,71.57
2018,ARGENTINA,BUENOS AIRES,BUYATTI SAICA,BUYATTI SAICA,VIETNAM,VIETNAM,Cotton equivalents,2032128.47,1269.57
2018,ARGENTINA,BUENOS AIRES,CAMSA S A,CAMSA S A,COLOMBIA,COLOMBIA,Cotton equivalents,307056.68,200
2018,ARGENTINA,BUENOS AIRES,CAMSA S A,CAMSA S A,INDONESIA,INDONESIA,Cotton equivalents,1074937.18,672.78
2018,ARGENTINA,BUENOS AIRES,CAMSA S A,CAMSA S A,PAKISTAN,PAKISTAN,Cotton equivalents,237920.43,152
2018,ARGENTINA,BUENOS AIRES,CAMSA S A,CAMSA S A,THAILAND,THAILAND,Cotton equivalents,326699.68,203
2018,ARGENTINA,BUENOS AIRES,CAMSA S A,CAMSA S A,VIETNAM,VIETNAM,Cotton equivalents,474821.25,305.5
2014,ARGENTINA,BUENOS AIRES,CARGILL SACI.,CARGILL,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,376428.37,1298.03813207547
2014,ARGENTINA,BUENOS AIRES,CHASILTRADE S A,CHASILTRADE S A,URUGUAY,URUGUAY,Cotton equivalents,16141.5,18.99
2014,ARGENTINA,BUENOS AIRES,CONFECOR S.A.,CONFECOR S.A.,INDIA,INDIA,Cotton equivalents,17468,22
2014,ARGENTINA,BUENOS AIRES,CONFECOR S.A.,CONFECOR S.A.,INDONESIA,INDONESIA,Cotton equivalents,965549.75,796.31
2013,ARGENTINA,BUENOS AIRES,CONFECOR S.A.,CONFECOR S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,72597.3,44.5
2013,ARGENTINA,BUENOS AIRES,CONFECOR S.A.,CONFECOR S.A.,TAIWAN,TAIWAN,Cotton equivalents,73798.99,51.5
2014,ARGENTINA,BUENOS AIRES,CONFECOR S.A.,CONFECOR S.A.,TURKEY,TURKEY,Cotton equivalents,90454.74,74.6
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,23365.28,22.08
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,INDONESIA,INDONESIA,Cotton equivalents,48388.73,33.92
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,MALAYSIA,MALAYSIA,Cotton equivalents,33560.62,23.42
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,SINGAPORE,SINGAPORE,Cotton equivalents,484767.33,341.821162969295
2014,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,SINGAPORE,SINGAPORE,Cotton equivalents,100860,75
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,TAIWAN,TAIWAN,Cotton equivalents,60457.85,42.19
2013,ARGENTINA,BUENOS AIRES,CORDOBA RODRIGO Y CORDOBA GONZALO S H,CORDOBA RODRIGO Y CORDOBA GONZALO S H,THAILAND,THAILAND,Cotton equivalents,159205.19,111.1
2018,ARGENTINA,BUENOS AIRES,CORONEL HUGO ALBERTO,CORONEL HUGO ALBERTO,VIETNAM,VIETNAM,Cotton equivalents,110782.16,75
2013,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,72451.97,50.56
2013,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,COLOMBIA,COLOMBIA,Cotton equivalents,130709.73,99.23
2016,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,INDIA,INDIA,Cotton equivalents,129615.75,99.65
2013,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,INDONESIA,INDONESIA,Cotton equivalents,36770.52,25.66
2013,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,68736.17,49.49
2017,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,THAILAND,THAILAND,Cotton equivalents,69162.61,50.6
2017,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,TURKEY,TURKEY,Cotton equivalents,235246.33,172.6
2017,ARGENTINA,BUENOS AIRES,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,VIETNAM,VIETNAM,Cotton equivalents,103056.23,77.91
2018,ARGENTINA,BUENOS AIRES,COTONE S A,COTONE S A,INDONESIA,INDONESIA,Cotton equivalents,1449492.95,896.2
2018,ARGENTINA,BUENOS AIRES,COTONE S A,COTONE S A,PAKISTAN,PAKISTAN,Cotton equivalents,1404145.04,901.08
2018,ARGENTINA,BUENOS AIRES,COTONE S A,COTONE S A,TAIWAN,TAIWAN,Cotton equivalents,843226.39,593
2018,ARGENTINA,BUENOS AIRES,COTONE S A,COTONE S A,TURKEY,TURKEY,Cotton equivalents,273819.04,170.85
2018,ARGENTINA,BUENOS AIRES,COTONE S A,COTONE S A,VIETNAM,VIETNAM,Cotton equivalents,702567.31,466.85
2018,ARGENTINA,BUENOS AIRES,DAVID SARTOR E HIJOS S A,DAVID SARTOR E HIJOS S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,194280,125
2018,ARGENTINA,BUENOS AIRES,DAVID SARTOR E HIJOS S A,DAVID SARTOR E HIJOS S A,INDONESIA,INDONESIA,Cotton equivalents,321872,200
2018,ARGENTINA,BUENOS AIRES,DAVID SARTOR E HIJOS S A,DAVID SARTOR E HIJOS S A,PAKISTAN,PAKISTAN,Cotton equivalents,430949.12,275.5
2018,ARGENTINA,BUENOS AIRES,DAVID SARTOR E HIJOS S A,DAVID SARTOR E HIJOS S A,TURKEY,TURKEY,Cotton equivalents,116568,75
2013,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,BOLIVIA,BOLIVIA,Cotton equivalents,240,0.063
2014,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,BOLIVIA,BOLIVIA,Cotton equivalents,196.24,0.08
2016,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,BOLIVIA,BOLIVIA,Cotton equivalents,178.85,0.07
2018,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,BOLIVIA,BOLIVIA,Cotton equivalents,250.4,0.104211007063249
2013,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,BRAZIL,BRAZIL,Cotton equivalents,29.89,0.0126
2014,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,CHILE,CHILE,Cotton equivalents,3.93,0.0016
2015,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,CHILE,CHILE,Cotton equivalents,12.25,0.005
2014,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,PARAGUAY,PARAGUAY,Cotton equivalents,46.14,0.0189
2017,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,PARAGUAY,PARAGUAY,Cotton equivalents,61.97,0.02
2016,ARGENTINA,BUENOS AIRES,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,URUGUAY,URUGUAY,Cotton equivalents,2.94,0.002
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,BRAZIL,BRAZIL,Cotton equivalents,495074.54,365.32
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,64087.62,51
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,COLOMBIA,COLOMBIA,Cotton equivalents,1576604.71,1321.64698629098
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,COLOMBIA,COLOMBIA,Cotton equivalents,79641,50
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,INDIA,INDIA,Cotton equivalents,309010.18,234.674557810421
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,INDONESIA,INDONESIA,Cotton equivalents,1219746.77,953.24
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,INDONESIA,INDONESIA,Cotton equivalents,1310015.6,945.46
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,INDONESIA,INDONESIA,Cotton equivalents,308919.05,224.08
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,ITALY,EUROPEAN UNION,Cotton equivalents,221684.59,175.04
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,JAPAN,JAPAN,Cotton equivalents,74429.5,51.94
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,LESOTHO,LESOTHO,Cotton equivalents,162481.66,129.87
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,MALAYSIA,MALAYSIA,Cotton equivalents,215901.86,152.32
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,PAKISTAN,PAKISTAN,Cotton equivalents,1613197.58,1090.2
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,PHILIPPINES,PHILIPPINES,Cotton equivalents,78263.5,50
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,SINGAPORE,SINGAPORE,Cotton equivalents,3062014.76,2451.23
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,SINGAPORE,SINGAPORE,Cotton equivalents,1193119.82,812.18
2016,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,THAILAND,THAILAND,Cotton equivalents,336059.96,253.94
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,THAILAND,THAILAND,Cotton equivalents,233241.03,166.55
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,THAILAND,THAILAND,Cotton equivalents,338743.53,253.06
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,TURKEY,TURKEY,Cotton equivalents,198785.43,134.58
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,TURKEY,TURKEY,Cotton equivalents,672815.5,400
2017,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,VIETNAM,VIETNAM,Cotton equivalents,396271.03,268.28
2018,ARGENTINA,BUENOS AIRES,DE PAMPHILIS HNOS S R L,DE PAMPHILIS HNOS S R L,VIETNAM,VIETNAM,Cotton equivalents,710114.98,555
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,535146.7,610.57
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,412854.54,490.54
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,GERMANY,EUROPEAN UNION,Cotton equivalents,218.24,0.22
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDIA,INDIA,Cotton equivalents,368694.27,374.35
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDIA,INDIA,Cotton equivalents,208136.41,262.25
2016,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDIA,INDIA,Cotton equivalents,429432.65,376.34
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDONESIA,INDONESIA,Cotton equivalents,794780.38,790.295658722809
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDONESIA,INDONESIA,Cotton equivalents,430335.91,489.62
2016,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,INDONESIA,INDONESIA,Cotton equivalents,264361.7,205.52
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,ITALY,EUROPEAN UNION,Cotton equivalents,549684.32,531.95
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,ITALY,EUROPEAN UNION,Cotton equivalents,40032.21,50.44
2016,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,ITALY,EUROPEAN UNION,Cotton equivalents,469031.79,417.83
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,JAPAN,JAPAN,Cotton equivalents,93568.13,96.46
2016,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,LESOTHO,LESOTHO,Cotton equivalents,26665.03,23.26
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,MALAYSIA,MALAYSIA,Cotton equivalents,766754.71,807.39
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,MOROCCO,MOROCCO,Cotton equivalents,113405.35,142.89
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,PAKISTAN,PAKISTAN,Cotton equivalents,216475.98,272.76
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,2768484.79,2871.726
2016,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,378541.82,290.5
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,231314.69,234.41
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,TAIWAN,TAIWAN,Cotton equivalents,170723.41,154.25
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,TAIWAN,TAIWAN,Cotton equivalents,179580.2,226.27
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,THAILAND,THAILAND,Cotton equivalents,23490.94,24.78
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,THAILAND,THAILAND,Cotton equivalents,77524.71,97.68
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,TURKEY,TURKEY,Cotton equivalents,18444.43,17.43
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,TURKEY,TURKEY,Cotton equivalents,175565.52,221.21
2017,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,TURKEY,TURKEY,Cotton equivalents,26493.07,23.11
2014,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,VIETNAM,VIETNAM,Cotton equivalents,476816.09,533.05
2015,ARGENTINA,BUENOS AIRES,DISTRINANDO S.A.,DISTRINANDO S.A.,VIETNAM,VIETNAM,Cotton equivalents,20404.74,25.71
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,BRAZIL,BRAZIL,Cotton equivalents,832900.67,565.74
2013,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,705373.01,499.91
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,1059817.63,900.31
2013,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,COLOMBIA,COLOMBIA,Cotton equivalents,64906,46
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,COLOMBIA,COLOMBIA,Cotton equivalents,626271.08,464.520101866838
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,INDIA,INDIA,Cotton equivalents,97801.28,98.59
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,INDONESIA,INDONESIA,Cotton equivalents,1485016.31,1149.16
2013,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,ITALY,EUROPEAN UNION,Cotton equivalents,68148.4,48.3
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,ITALY,EUROPEAN UNION,Cotton equivalents,863969.35,678.72
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,MALAYSIA,MALAYSIA,Cotton equivalents,118725.51,99.97
2013,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,SINGAPORE,SINGAPORE,Cotton equivalents,555999.02,358.34
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,SINGAPORE,SINGAPORE,Cotton equivalents,1767224.63,1398.41
2013,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,TAIWAN,TAIWAN,Cotton equivalents,64021.75,44
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,THAILAND,THAILAND,Cotton equivalents,198870.75,130.75
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,TURKEY,TURKEY,Cotton equivalents,661918.59,527.82
2014,ARGENTINA,BUENOS AIRES,DUNAR S A,DUNAR S A,VIETNAM,VIETNAM,Cotton equivalents,385666.84,336.98
2013,ARGENTINA,BUENOS AIRES,EL TEJAR S A A C E I,EL TEJAR S A A C E I,TAIWAN,TAIWAN,Cotton equivalents,37374.64,25.19
2014,ARGENTINA,BUENOS AIRES,EMILIO ALAL S.A.C.I.F.I. X,EMILIO ALAL S.A.C.I.F.I. X,THAILAND,THAILAND,Cotton equivalents,135305.66,98.98
2018,ARGENTINA,BUENOS AIRES,ENOD SA.,ENOD SA.,PAKISTAN,PAKISTAN,Cotton equivalents,78714.8,49.59
2013,ARGENTINA,BUENOS AIRES,ENOD SA.,ENOD SA.,TAIWAN,TAIWAN,Cotton equivalents,66885.46,45.45
2013,ARGENTINA,BUENOS AIRES,ENOD SA.,ENOD SA.,VIETNAM,VIETNAM,Cotton equivalents,64228.04,43.81
2014,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,BANGLADESH,BANGLADESH,Cotton equivalents,177626.42,127.89
2016,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,BRAZIL,BRAZIL,Cotton equivalents,155984.52,115.99
2014,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,19841.5,25
2015,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,19809.75,24.96
2017,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,COLOMBIA,COLOMBIA,Cotton equivalents,142754.46,99.62
2015,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDIA,INDIA,Cotton equivalents,38762.35,48.84
2014,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDONESIA,INDONESIA,Cotton equivalents,32680.82,23.53
2015,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDONESIA,INDONESIA,Cotton equivalents,101691.66,128.13
2016,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDONESIA,INDONESIA,Cotton equivalents,164048.98,140.4
2017,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDONESIA,INDONESIA,Cotton equivalents,210088.77,164.3
2018,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,INDONESIA,INDONESIA,Cotton equivalents,264023.04,192
2014,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,MALAYSIA,MALAYSIA,Cotton equivalents,99207.5,125
2015,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,MALAYSIA,MALAYSIA,Cotton equivalents,100397.99,126.5
2016,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,MALAYSIA,MALAYSIA,Cotton equivalents,51633.36,44.19
2018,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,PAKISTAN,PAKISTAN,Cotton equivalents,227779.59,164
2014,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,SINGAPORE,SINGAPORE,Cotton equivalents,183646.86,215.14
2015,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,53992.69,68.03
2016,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,SPAIN,EUROPEAN UNION,Cotton equivalents,120349.32,103
2018,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,THAILAND,THAILAND,Cotton equivalents,131398.4,104.4
2016,ARGENTINA,BUENOS AIRES,ENRIQUE M.BAYA CASAL S.A.,ENRIQUE M.BAYA CASAL S.A.,TURKEY,TURKEY,Cotton equivalents,117743.7,100.77
2013,ARGENTINA,BUENOS AIRES,E.P. S.A.,E.P. S.A.,AUSTRIA,EUROPEAN UNION,Cotton equivalents,27884.4,22.19
2013,ARGENTINA,BUENOS AIRES,E.P. S.A.,E.P. S.A.,TAIWAN,TAIWAN,Cotton equivalents,31742.22,25.26
2016,ARGENTINA,BUENOS AIRES,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,JAPAN,JAPAN,Cotton equivalents,20098.2,98.04
2016,ARGENTINA,BUENOS AIRES,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,105552.45,514.895
2016,ARGENTINA,BUENOS AIRES,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,48773.6,237.92
2013,ARGENTINA,BUENOS AIRES,FORTALEIN S.L.,FORTALEIN S.L.,BRAZIL,BRAZIL,Cotton equivalents,505130.72,1161.22
2013,ARGENTINA,BUENOS AIRES,FORTALEIN S.L.,FORTALEIN S.L.,JAPAN,JAPAN,Cotton equivalents,12430,24.86
2018,ARGENTINA,BUENOS AIRES,GOJAM S A,GOJAM S A,INDONESIA,INDONESIA,Cotton equivalents,304234.79,230
2018,ARGENTINA,BUENOS AIRES,GOJAM S A,GOJAM S A,PAKISTAN,PAKISTAN,Cotton equivalents,739092.13,558.75
2018,ARGENTINA,BUENOS AIRES,GOJAM S A,GOJAM S A,THAILAND,THAILAND,Cotton equivalents,203705.05,154
2018,ARGENTINA,BUENOS AIRES,GOJAM S A,GOJAM S A,VIETNAM,VIETNAM,Cotton equivalents,531749.53,402
2017,ARGENTINA,BUENOS AIRES,GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.,GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.,BANGLADESH,BANGLADESH,Cotton equivalents,163228.31,99.05
